kingdom,phylum,majorGroup,class,order,family_PHY,family_WFO,genus_PHY,genus_WFO,specificEpithet,sciname_IN_WFO,sciname_IN_Phylogeny,tipLabel,IN_Phylogeny,Imputed,sciname_IN_DIAZ,sciname_IN_BIEN,sciname_IN_GROOT,Mean_Root_diameter,Root_branching_density,Root_branching_ratio,Root_C_concentration,Root_C_N_ratio,Root_Ca_concentration,Root_K_concentration,Root_length_density_volume,Root_lifespan_mean,Root_lifespan_median,Root_lignin_concentration,Root_Mg_concentration,Root_Mn_concentration,Root_mycorrhizal colonization,Root_N_concentration,Root_P_concentration,Root_tissue_density,Rooting_depth,Specific_root_length,Specific_root_respiration,Root_litter_mass_loss_rate,Root_mass_fraction,Specific_root_area,Root_dry_matter_content,Root_mass_density,Lateral_spread,Coarse_root_fine_root_mass_ratio,Fine_root_mass_leaf_mass_ratio,Root_N_P_ratio,Root_total_structural_carbohydrate_concentration,Root_turnover_rate,Root_production,Root_stele_diameter,Root_stele_fraction,Net_nitrogen_uptake_rate,Root_vessel_diameter
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Panicum,Panicum,virgatum,Panicum virgatum,Panicum virgatum,Panicum_virgatum,1,NO,Panicum virgatum,Panicum virgatum,Panicum virgatum,0.2713675,NA,NA,441.7172751,60.23695425,NA,NA,NA,600,NA,189.5,NA,NA,NA,14.25758274,1.5,0.32898758,0.990511111,120.510799,19.75371147,1.251157585,0.296204426,NA,NA,NA,NA,NA,NA,NA,620,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Urticaceae,Urticaceae,Parietaria,Parietaria,pensylvanica,Parietaria pensylvanica,Parietaria pensylvanica,Parietaria_pensylvanica,1,NO,Parietaria pensylvanica,Parietaria pensylvanica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Vitales,Vitaceae,Vitaceae,Parthenocissus,Parthenocissus,quinquefolia,Parthenocissus quinquefolia,Parthenocissus inserta,Parthenocissus_inserta,1,NO,Parthenocissus inserta,Parthenocissus inserta,Parthenocissus quinquefolia,0.175766667,NA,NA,486.8544973,18.13441691,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.84712633,NA,0.264285714,NA,152.6108108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Paspalum,Paspalum,setaceum,Paspalum setaceum,Paspalum setaceum,Paspalum_setaceum,1,NO,Paspalum ciliatifolium,Paspalum setaceum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Lamiales,Orobanchaceae,Orobanchaceae,Pedicularis,Pedicularis,canadensis,Pedicularis canadensis,Pedicularis canadensis,Pedicularis_canadensis,1,NO,Pedicularis canadensis,Pedicularis canadensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Lamiales,Plantaginaceae,Plantaginaceae,Penstemon,Penstemon,digitalis,Penstemon digitalis,Penstemon digitalis,Penstemon_digitalis,1,NO,Penstemon digitalis,NA,Penstemon digitalis,0.333166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.165145883,NA,112.1912239,NA,NA,0.13620472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Fabales,Fabaceae,Fabaceae,Dalea,Dalea,purpurea,Dalea purpurea,Dalea purpurea,Dalea_purpurea,1,NO,Dalea purpurea,Dalea purpurea,Dalea purpurea,0.341785714,NA,NA,NA,44,NA,NA,NA,56,NA,NA,NA,NA,NA,13.9583,NA,0.174143261,1.525,73.40507735,9.89221264,1.450569644,0.4175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Phalaris,Phalaris,arundinacea,Phalaris arundinacea,Phalaris arundinacea,Phalaris_arundinacea,1,NO,Phalaris arundinacea,Phalaris arundinacea,Phalaris arundinacea,0.252341667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.2,NA,NA,0.181670595,NA,159.3597052,NA,NA,0.473860399,1352.330051,0.1066,NA,23.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Ericales,Polemoniaceae,Polemoniaceae,Phlox,Phlox,paniculata,Phlox paniculata,Phlox paniculata,Phlox_paniculata,1,NO,Phlox decussata,Phlox decussata,Phlox paniculata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Ericales,Polemoniaceae,Polemoniaceae,Phlox,Phlox,pilosa,Phlox pilosa,Phlox pilosa,Phlox_pilosa,1,NO,Phlox pilosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Urticaceae,Urticaceae,Pilea,Pilea,pumila,Pilea pumila,Pilea pumila,Pilea_pumila,1,NO,Pilea pumila,Pilea pumila,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,G,Pinopsida,Pinales,Pinaceae,Pinaceae,Pinus,Pinus,banksiana,Pinus banksiana,Pinus banksiana,Pinus_banksiana,1,NO,Pinus banksiana,Pinus banksiana,Pinus banksiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,19.61666714,0.17857,NA,1.477133333,NA,32.13774533,NA,0.307553571,NA,NA,0.1275,NA,NA,NA,7.4,NA,0.193439907,103.1666667,NA,NA,NA,NA
Plantae,Tracheophyta,G,Pinopsida,Pinales,Pinaceae,Pinaceae,Pinus,Pinus,resinosa,Pinus resinosa,Pinus resinosa,Pinus_resinosa,1,NO,Pinus resinosa,Pinus resinosa,Pinus resinosa,0.3775,NA,NA,420.2916667,90.03273354,NA,NA,NA,NA,50.43763006,217,NA,NA,NA,8.229807576,0.18182,NA,1.478194286,24.16,5.394762135,0.439,0.389444444,NA,NA,NA,NA,NA,NA,9.375,NA,0.422314048,245.3333333,NA,NA,NA,NA
Plantae,Tracheophyta,G,Pinopsida,Pinales,Pinaceae,Pinaceae,Pinus,Pinus,strobus,Pinus strobus,Pinus strobus,Pinus_strobus,1,NO,Pinus strobus,Pinus strobus,Pinus strobus,0.512772564,4.69,4.55,393.9131518,31.84826131,8.878229604,4.170397543,0.04680441,341,296,264.3833333,2.294618001,0.220594337,46.85817418,11.98088071,1.416952753,0.565666667,1.058333333,28.84671729,15.58367219,0.676,0.4375,NA,NA,NA,NA,NA,NA,NA,377.1,0.398682509,165.9,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Lamiales,Plantaginaceae,Plantaginaceae,Plantago,Plantago,major,Plantago major,Plantago major,Plantago_major,1,NO,Plantago major,Plantago major,Plantago crenata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Poa,Poa,compressa,Poa compressa,Poa compressa,Poa_compressa,1,NO,Poa compressa,Poa compressa,Poa compressa,NA,NA,NA,395.7017517,49.19090657,NA,NA,NA,NA,NA,NA,NA,NA,100,8.044205308,NA,NA,NA,54.78892979,NA,NA,0.391862314,NA,0.085,NA,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Poa,Poa,palustris,Poa palustris,Poa palustris,Poa_palustris,1,NO,Poa palustris,Poa palustris,Poa palustris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.66666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Liliopsida,Poales,Poaceae,Poaceae,Poa,Poa,pratensis,Poa pratensis,Poa pratensis,Poa_pratensis,1,NO,Poa pratensis,Poa pratensis,Poa pratensis,0.196318683,1.786026012,NA,370.9763391,47.00946672,12.17890181,5.298936042,10.22258401,709,NA,107.9777778,1.951049341,NA,48.14285714,8.90566432,1.062067632,0.107208566,0.2,312.2654633,12.82383681,1.945121029,0.632082184,2795.4402920000002,0.219308971,1.96345e-4,6.8,NA,NA,NA,626.75,0.315444444,370.6666667,122.2013889,0.117363115,60.34370811,NA
Plantae,Tracheophyta,A,Magnoliopsida,Fabales,Polygalaceae,Polygalaceae,Polygala,Polygala,polygama,Polygala polygama,Polygala polygama,Polygala_polygama,1,NO,Polygala polygama,Polygala polygama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Liliopsida,Asparagales,Asparagaceae,Asparagaceae,Polygonatum,Polygonatum,biflorum,Polygonatum biflorum,Polygonatum biflorum,Polygonatum_biflorum,1,NO,Polygonatum biflorum,Polygonatum commutatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonaceae,Polygonella,Polygonella,articulata,Polygonella articulata,Polygonella articulata,Polygonella_articulata,1,NO,Polygonella articulata,Polygonella articulata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Polygonaceae,Fabaceae,Parogonum,Acacia,subtessarogona,Acacia subtessarogona,Parogonum ciliinode,Parogonum_ciliinode,1,NO,Acacia subtessarogona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonaceae,Fallopia,Fallopia,convolvulus,Fallopia convolvulus,Fallopia convolvulus,Fallopia_convolvulus,1,NO,Fallopia convolvulus,Fallopia convolvulus,Polygonum convolvulus,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonaceae,Persicaria,Persicaria,lapathifolia,Persicaria lapathifolia,Persicaria lapathifolia,Persicaria_lapathifolia,1,NO,Persicaria lapathifolia,Polygonum lapathifolium,Persicaria lapathifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonaceae,Persicaria,Persicaria,pensylvanica,Persicaria pensylvanica,Persicaria pensylvanica,Persicaria_pensylvanica,1,NO,Persicaria pensylvanica,Polygonum pensylvanicum,Polygonum pensylvanicum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonaceae,Persicaria,Persicaria,sagittata,Persicaria sagittata,Persicaria sagittata,Persicaria_sagittata,1,NO,Persicaria sagittata,Persicaria sagittata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonaceae,Fallopia,Fallopia,scandens,Fallopia scandens,Fallopia scandens,Fallopia_scandens,1,NO,Fallopia scandens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonaceae,Polygonum,Polygonum,tenue,Polygonum tenue,Polygonum tenue,Polygonum_tenue,1,NO,Polygonum tenue,Polygonum tenue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Malpighiales,Salicaceae,Salicaceae,Populus,Populus,balsamifera,Populus balsamifera,Populus balsamifera,Populus_balsamifera,1,NO,Populus balsamifera,Populus balsamifera,Populus balsamifera,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.98027778,NA,NA,0.87375,90,7.646397029,NA,0.33,NA,NA,2.466,NA,NA,NA,NA,NA,0.94,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Malpighiales,Salicaceae,Salicaceae,Populus,Populus,deltoides,Populus deltoides,Populus deltoides,Populus_deltoides,1,NO,Populus canadensis,Populus deltoides,Populus canadensis,NA,NA,NA,441.9375,47.89687049,NA,NA,NA,NA,NA,267.35,NA,NA,NA,9.9625,NA,NA,NA,84.65,NA,NA,0.333888889,NA,NA,NA,NA,NA,NA,NA,431.45,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Malpighiales,Salicaceae,Salicaceae,Populus,Populus,grandidentata,Populus grandidentata,Populus grandidentata,Populus_grandidentata,1,NO,Populus grandidentata,Populus grandidentata,Populus grandidentata,0.4549875,3.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15,NA,0.13808563,1.2,60.28076447,NA,NA,0.58,591.8868953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Potentilla,Potentilla,argentea,Potentilla argentea,Potentilla argentea,Potentilla_argentea,1,NO,Potentilla argentea,Potentilla argentea,Potentilla argentea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,0.365884591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Drymocallis,Drymocallis,arguta,Drymocallis arguta,Drymocallis arguta,Drymocallis_arguta,1,NO,NA,Drymocallis arguta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Potentilla,Potentilla,norvegica,Potentilla norvegica,Potentilla norvegica,Potentilla_norvegica,1,NO,Potentilla monspeliensis,Potentilla norvegica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Comarum,Comarum,palustre,Comarum palustre,Comarum palustre,Comarum_palustre,1,NO,Comarum palustre,Comarum palustre,Comarum palustre,NA,NA,NA,475.7630894,59.56555671,NA,NA,NA,NA,NA,112.6069252,NA,NA,14.4,7.987218045,0.945081456,NA,NA,NA,NA,0.189544087,NA,NA,0.311688312,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Potentilla,Potentilla,recta,Potentilla recta,Potentilla recta,Potentilla_recta,1,NO,Potentilla recta,Potentilla recta,Potentilla recta,0.140333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,0.542982456,NA,102.1673222,NA,NA,0.774718398,447.4279919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Potentilla,Potentilla,simplex,Potentilla simplex,Potentilla simplex,Potentilla_simplex,1,NO,Potentilla simplex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Nabalus,Nabalus,albus,Nabalus albus,Nabalus albus,Nabalus_albus,1,NO,Nabalus albus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Nabalus,Nabalus,racemosus,Nabalus racemosus,Nabalus racemosus,Nabalus_racemosus,1,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Lamiales,Lamiaceae,Lamiaceae,Prunella,Prunella,vulgaris,Prunella vulgaris,Prunella vulgaris,Prunella_vulgaris,1,NO,Prunella vulgaris,Prunella vulgaris,Prunella vulgaris,0.294300536,2.487236737,NA,420.6676007,43.0377344,NA,NA,4.506688116,NA,NA,75.6,NA,NA,65.2,11.55416445,NA,0.105496279,NA,223.0600732,4.49,NA,0.335769284,2164.216849,0.141330827,1.67451e-4,13,NA,NA,NA,501.5,NA,NA,163.54,0.059895521,84.42270935,NA
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Prunus,Prunus,americana,Prunus americana,Prunus americana,Prunus_americana,1,NO,Prunus americana,Prunus americana,Prunus americana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Prunus,Prunus,pensylvanica,Prunus pensylvanica,Prunus pensylvanica,Prunus_pensylvanica,1,NO,Prunus pensylvanica,Prunus pensylvanica,Prunus pensylvanica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Prunus,Prunus,pumila,Prunus pumila,Prunus pumila,Prunus_pumila,1,NO,Prunus besseyi,Prunus pumila,Prunus besseyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Prunus,Prunus,serotina,Prunus serotina,Prunus serotina,Prunus_serotina,1,NO,Prunus serotina,Prunus serotina,Prunus serotina,0.523048214,2,5.45,NA,NA,NA,NA,0.11309574,NA,NA,NA,NA,NA,34,1.37,NA,0.211926394,1.2192,22.99360276,NA,NA,0.295,381.5869713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rosaceae,Rosaceae,Prunus,Prunus,virginiana,Prunus virginiana,Prunus virginiana,Prunus_virginiana,1,NO,Prunus virginiana,Prunus virginiana,Prunus virginiana,0.356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,1.524,53.49628026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Lamiales,Lamiaceae,Lamiaceae,Pycnanthemum,Pycnanthemum,virginianum,Pycnanthemum virginianum,Pycnanthemum virginianum,Pycnanthemum_virginianum,1,NO,Pycnanthemum virginianum,NA,Pycnanthemum virginianum,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Ericales,Ericaceae,Ericaceae,Pyrola,Pyrola,rotundifolia,Pyrola rotundifolia,Pyrola rotundifolia,Pyrola_rotundifolia,1,NO,Pyrola rotundifolia,Pyrola rotundifolia,Pyrola rotundifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Fagales,Fagaceae,Fagaceae,Quercus,Quercus,alba,Quercus alba,Quercus alba,Quercus_alba,1,NO,Quercus alba,Quercus alba,Quercus alba,0.317497764,3.3,4.75,443.088512,35.581,7.952542289,3.63262303,0.121646647,319,336,NA,1.518550486,0.131709929,55.93457756,9.458512017,1.039377152,0.570844209,2.25,58.16819982,28.6189747,NA,0.7375,76.0625962,NA,0.099,NA,NA,NA,1.698815567,NA,0.265692247,259.65,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Fagales,Fagaceae,Fagaceae,Quercus,Quercus,petraea,Quercus petraea,Quercus petraea,Quercus_petraea,1,NO,Quercus petraea,Quercus petraea,Quercus petraea,NA,NA,NA,470.8509432,37.09249946,3.183333333,6.766666667,0.425324676,NA,NA,NA,1.516666667,0.633333333,100,14.75906136,1.2,NA,1.04,16.96666667,6.249570219,NA,0.445686298,NA,NA,0.13625,NA,NA,NA,NA,NA,0.031698113,168,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Fagales,Fagaceae,Fagaceae,Quercus,Quercus,ellipsoidalis,Quercus ellipsoidalis,Quercus ellipsoidalis,Quercus_ellipsoidalis,1,NO,Quercus ellipsoidalis,Quercus ellipsoidalis,Quercus ellipsoidalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4,NA,NA,NA,66.5,11.8,NA,0.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Fagales,Fagaceae,Fagaceae,Quercus,Quercus,macrocarpa,Quercus macrocarpa,Quercus macrocarpa,Quercus_macrocarpa,1,NO,Quercus macrocarpa,Quercus macrocarpa,Quercus macrocarpa,0.28756,NA,NA,437.25,42.01864198,NA,NA,NA,NA,NA,250.95,NA,NA,NA,10.65875833,NA,NA,4.469733333,63.21181567,9.518912384,NA,0.501666667,NA,NA,NA,NA,NA,NA,NA,342.4,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Asterales,Asteraceae,Asteraceae,Ratibida,Ratibida,pinnata,Ratibida pinnata,Ratibida pinnata,Ratibida_pinnata,1,NO,Ratibida pinnata,NA,Ratibida pinnata,0.404325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.168644162,1.1,52.98900823,NA,NA,0.30451325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Rosales,Rhamnaceae,Rhamnaceae,Frangula,Frangula,alnus,Frangula alnus,Frangula alnus,Frangula_alnus,1,NO,Frangula alnus,Frangula alnus,Frangula alnus,3.1,NA,NA,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,NA,0.29,NA,31.8,NA,6.24,0.262201766,NA,0.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Sapindales,Anacardiaceae,Anacardiaceae,Rhus,Rhus,glabra,Rhus glabra,Rhus glabra,Rhus_glabra,1,NO,Rhus glabra,Rhus glabra,Rhus glabra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Sapindales,Anacardiaceae,Anacardiaceae,Toxicodendron,Toxicodendron,radicans,Toxicodendron radicans,Toxicodendron radicans,Toxicodendron_radicans,1,NO,Toxicodendron radicans,Toxicodendron radicans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,A,Magnoliopsida,Saxifragales,Grossulariaceae,Grossulariaceae,Ribes,Ribes,hirtellum,Ribes hirtellum,Ribes hirtellum,Ribes_hirtellum,1,NO,Ribes hirtellum,Ribes hirtellum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
