plant_id,species,genus,family,order,Leaf_Area,Nmass,LMA,Plant_height,Diaspore_mass,SSD_observed,LDMC,SSD_imputed,SSD_combined
352,Tragopogon duarius,Tragopogon,Asteraceae,Asterales,0.099,-0.2162,0.0591,-0.2511,-0.4508,-0.494,0.0283,-0.0129,-0.3429
353,Pedicularis canadensis,Pedicularis,Orobanchaceae,Lamiales,0.4364,1.5047,-0.6308,0.049,-0.1398,-0.8515,-0.1737,-0.1219,-0.3029
354,Stachys tenuifolia,Stachys,Lamiaceae,Lamiales,0.3099,0.3369,0.2153,-1.1449,-0.0338,-0.9338,0.8374,0.6781,0.0099
355,Stachys palustris,Stachys,Lamiaceae,Lamiales,0.2198,0.7258,-0.5551,-0.3426,-0.0224,-1.3718,-0.7138,-0.6793,-0.7709
356,Scutellaria lateriflora,Scutellaria,Lamiaceae,Lamiales,0.1128,-0.7885,-2.596,-0.902,-0.6048,-1.2256,-0.4604,-0.6102,-0.7389
357,Scutellaria galericulata,Scutellaria,Lamiaceae,Lamiales,-0.2612,-0.9257,-1.8632,-0.9644,-0.2326,-1.0781,-0.3676,-0.4175,-0.6182
358,Scutellaria parvula,Scutellaria,Lamiaceae,Lamiales,-1.6957,-1.5165,-0.608,-1.3379,-0.6668,-0.4502,0.8727,0.6935,0.0368
359,Mosla dianthera,Mosla,Lamiaceae,Lamiales,-0.3206,-0.0501,-0.5417,-0.6563,-0.543,-1.1373,-0.2105,-0.2993,-0.5747
360,Lycopus uniflorus,Lycopus,Lamiaceae,Lamiales,-0.3192,-0.2433,-0.6574,-0.0401,-0.8084,-0.9234,-0.0565,-0.1294,-0.41
361,Lycopus americanus,Lycopus,Lamiaceae,Lamiales,-0.5031,-0.6324,-0.7751,-0.3406,-1.0516,-0.9513,-0.1585,-0.2748,-0.5248
362,Nepeta cataria,Nepeta,Lamiaceae,Lamiales,-0.4278,0.0534,-1.0457,-0.2321,-0.3484,-1.1987,-0.7226,-0.678,-0.7637
363,Agastache foeniculum,Agastache,Lamiaceae,Lamiales,-0.3114,0.065,1.2379,-0.5842,-0.7026,-0.8808,0.5295,0.481,-0.1321
364,Glechoma hederacea,Glechoma,Lamiaceae,Lamiales,-0.2589,1.4513,-1.3366,-1.1061,-0.3123,-1.7135,-1.4131,-1.5551,-1.378
365,Prunella vulgaris,Prunella,Lamiaceae,Lamiales,-0.2961,-0.0631,-0.8847,-1.3364,-0.2187,-1.4676,-0.8693,-1.0375,-1.0952
366,Monarda fistulosa,Monarda,Lamiaceae,Lamiales,0.1373,-1.1523,-0.0795,0.0679,-0.5663,-0.822,0.1345,0.0148,-0.347
367,Pycnanthemum virginianum,Pycnanthemum,Lamiaceae,Lamiales,-0.4502,-0.2435,-0.5111,-0.8072,-1.0035,-1.1391,-0.232,-0.3483,-0.6234
368,Monarda punctata,Monarda,Lamiaceae,Lamiales,-0.2613,-1.1617,0.0585,-0.4657,-0.5883,-0.9316,-0.2256,-0.2962,-0.5537
369,Hedeoma hispida,Hedeoma,Lamiaceae,Lamiales,-2.1842,-0.6898,-0.5967,-1.6156,-0.8624,-0.8383,-0.222,-0.2708,-0.5531
370,Aralia nudicaulis,Aralia,Araliaceae,Apiales,1.2503,0.0812,-0.7135,-0.4688,0.7707,-0.7408,0.0329,-0.1101,-0.3606
371,Cicuta bulbifera,Cicuta,Apiaceae,Apiales,1.4594,0.2551,0.3274,0.0538,0.1456,-0.5898,0.4399,0.3045,-0.1083
372,Zizia aptera,Zizia,Apiaceae,Apiales,1.6882,-0.4115,0.449,-0.0549,0.2009,-0.5829,0.5032,0.2927,-0.1448
373,Zizia aurea,Zizia,Apiaceae,Apiales,1.5849,0.934,0.4021,-0.115,0.3124,-0.7998,0.4651,0.2929,-0.1682
374,Viburnum lentago,Viburnum,Adoxaceae,Dipsacales,0.7904,0.4023,-1.533,1.7629,1.9525,0.5176,0.3945,0.6309,0.6885
375,Symphoricarpos occidentalis,Symphoricarpos,Caprifoliaceae,Dipsacales,0.27,0.8155,-0.5138,0.0662,0.7826,0.0285,0.1954,0.3229,0.2942
376,Lonicera dioica,Lonicera,Caprifoliaceae,Dipsacales,0.5923,0.9015,-0.4237,0.9754,0.7694,0.288,0.471,0.6534,0.5817
377,Lonicera morrowii,Lonicera,Caprifoliaceae,Dipsacales,0.9043,1.0608,-0.392,1.7997,0.4542,0.4855,0.6761,0.8852,0.7984
378,Lonicera tatarica,Lonicera,Caprifoliaceae,Dipsacales,0.8962,1.0575,-0.3912,1.7989,0.4537,0.4752,0.6568,0.866,0.7847
379,Campanula aparinoides,Campanula,Campanulaceae,Asterales,-1.3354,0.0053,-0.2906,-0.2579,-1.1683,0.2056,0.322,0.2979,-0.0509
380,Campanula rotundifolia,Campanula,Campanulaceae,Asterales,-1.7732,0.0164,-0.3555,-0.9925,-1.4544,0.2584,0.377,0.3496,-0.0477
381,Lobelia spicata,Lobelia,Campanulaceae,Asterales,-1.3778,-0.6501,-0.7077,-0.7504,-1.083,-0.1285,0.0297,-0.0883,-0.4077
382,Lobelia siphilitica,Lobelia,Campanulaceae,Asterales,-1.0479,-0.7265,-0.4941,0.1191,-1.7508,0.1138,0.2284,0.1101,-0.1998
383,Bouteloua dactyloides,Bouteloua,Poaceae,Poales,-0.377,-0.1347,0.4942,-1.8466,0.9328,-0.0519,1.856,2.3034,0.9821
384,Bidens trichosperma,Bidens,Asteraceae,Asterales,0.4898,0.4296,-0.6297,-0.5537,0.496,-1.0391,-0.8847,-0.8292,-0.8837
385,Bidens cernua,Bidens,Asteraceae,Asterales,0.3053,0.3622,-0.3276,-0.4464,0.1638,-0.9073,-0.7103,-0.6498,-0.7637
386,Bidens tripartita,Bidens,Asteraceae,Asterales,0.8636,0.5492,-1.0539,-0.3801,0.3569,-1.166,-1.2727,-1.1065,-1.0309
387,Cirsium arvense,Cirsium,Asteraceae,Asterales,1.5192,0.6932,0.7589,-0.2016,0.1662,-3.2013,-3.316,-3.8244,-3.1253
388,Cirsium discolor,Cirsium,Asteraceae,Asterales,0.5136,0.3505,1.6194,0.152,0.7518,-1.2337,-0.4281,-0.5252,-0.8199
389,Hieracium crassescens,Hieracium,Asteraceae,Asterales,-6.00E-04,-0.6026,-0.0879,-0.4087,-0.5521,-0.1903,0.5075,0.5177,0.0112
390,Hieracium umbellatum,Hieracium,Asteraceae,Asterales,0.0336,0.5071,-0.1402,-0.4563,-0.473,-0.0727,1.0975,1.2655,0.5137
391,Hieracium longipilum,Hieracium,Asteraceae,Asterales,-0.2554,-1.8951,0.1888,-0.4944,-0.6269,0.0985,0.7973,0.7541,0.1533
392,Lactuca serriola,Lactuca,Asteraceae,Asterales,0.9516,1.2732,0.6195,0.115,-0.464,-1.1087,-0.8014,-0.7304,-0.8292
393,Lactuca biennis,Lactuca,Asteraceae,Asterales,0.6688,-1.1071,-2.291,0.3658,-0.1147,-0.7615,-1.0381,-1.11,-0.9537
394,Lactuca canadensis,Lactuca,Asteraceae,Asterales,0.9155,0.3721,-0.9414,0.421,-0.2292,-0.9097,-0.7001,-0.6657,-0.7445
395,Krigia biflora,Krigia,Asteraceae,Asterales,0.1123,-0.2557,0.1305,-0.2301,-0.4379,-0.458,0.1073,0.0712,-0.2937
396,Erechtites hieracifolia,Erechtites,Asteraceae,Asterales,0.3968,-0.1583,0.1568,0.5463,-0.5478,-0.2776,0.246,0.2464,-0.1183
397,Vernonia fasciculata,Vernonia,Asteraceae,Asterales,0.1844,-0.2372,0.0887,-0.1321,0.0869,-0.453,0.1197,0.1184,-0.2522
398,Nabalus racemosus,Nabalus,Asteraceae,Asterales,0.0529,-0.4769,0.1571,-0.2118,-0.4434,-0.3982,0.1092,0.0747,-0.2858
399,Nabalus albus,Nabalus,Asteraceae,Asterales,0.0462,-0.5234,0.1406,-0.2248,-0.4512,-0.4095,0.0902,0.055,-0.3009
400,Sonchus arvensis,Sonchus,Asteraceae,Asterales,1.0671,0.4376,-0.2624,0.0735,-0.2625,-1.2472,-1.8439,-1.4528,-1.2334
401,Crepis tectorum,Crepis,Asteraceae,Asterales,-1.3551,-0.9679,-0.159,-1.0613,-0.4981,-0.6941,-0.8451,-1.0119,-1.004
402,Packera paupercula,Packera,Asteraceae,Asterales,-1.2197,-0.1176,-0.8944,-0.3863,-0.7286,-0.7568,-1.1413,-0.9904,-0.9531
403,Packera aurea,Packera,Asteraceae,Asterales,-0.7161,-0.0889,-0.7259,0.2533,-0.0706,-0.5837,-0.8042,-0.7072,-0.7208
404,Coreopsis palmata,Coreopsis,Asteraceae,Asterales,-0.6194,-1.1698,1.2208,-0.3325,0.2395,-0.0819,0.8038,0.6077,0.0055
405,Eutrochium maculatum,Eutrochium,Asteraceae,Asterales,0.1019,-0.3175,0.0824,-0.24,-0.4515,-0.4849,0.0528,0.0108,-0.341
406,Eupatorium perfoliatum,Eupatorium,Asteraceae,Asterales,2.2249,0.2122,0.6887,0.1098,-1.1957,-0.8267,0.1968,0.0594,-0.3477
407,Liatris aspera,Liatris,Asteraceae,Asterales,0.3393,-1.4413,0.7202,0.2676,0.2023,-0.4473,-0.2657,-0.3414,-0.5544
408,Liatris pycnostachya,Liatris,Asteraceae,Asterales,0.3346,-1.3352,1.6377,0.1751,0.2427,-0.275,0.3253,0.1755,-0.2581
409,Liatris ligulistylis,Liatris,Asteraceae,Asterales,0.2719,-1.2476,0.9981,0.1721,0.1537,-0.3334,0.0984,-0.012,-0.3512
410,Helenium autumnale,Helenium,Asteraceae,Asterales,-0.3143,-1.3464,1.0872,-0.0819,-0.48,1.4067,0.7972,0.6409,0.4464
411,Rudbeckia hirta,Rudbeckia,Asteraceae,Asterales,-0.2975,-0.1824,0.2066,-0.365,-0.5244,-0.3114,0.8972,1.0021,0.2748
412,Ratibida pinnata,Ratibida,Asteraceae,Asterales,-0.1389,-2.4258,0.4827,0.053,-0.3077,-0.1179,0.2896,0.1239,-0.2763
413,Heliopsis helianthoides,Heliopsis,Asteraceae,Asterales,0.8569,1.3538,-0.2798,0.3423,0.6499,-1.0073,-0.5645,-0.5489,-0.684
414,Echinacea serotina,Echinacea,Asteraceae,Asterales,0.2227,0.2586,0.676,-0.4603,-0.9686,-0.6249,0.1217,0.0764,-0.3414
415,Echinacea purpurea,Echinacea,Asteraceae,Asterales,1.2519,-0.783,0.8607,-0.2876,0.4593,-0.5644,0.2784,0.2023,-0.26
416,Ambrosia psilostachya,Ambrosia,Asteraceae,Asterales,-0.3027,0.1219,0.6061,-0.3557,0.809,-0.3704,0.628,0.7337,0.143
417,Ambrosia artemisiifolia,Ambrosia,Asteraceae,Asterales,-0.0512,0.7791,-0.5901,-0.1443,0.5876,-0.7499,-0.2508,-0.3039,-0.5133
418,Helianthus hirsutus,Helianthus,Asteraceae,Asterales,0.1098,-0.2625,0.9774,-0.7926,0.6749,0.0415,1.7555,1.5788,0.6125
419,Helianthus petiolaris,Helianthus,Asteraceae,Asterales,0.2356,-0.4346,1.263,0.2688,0.5303,0.2307,1.5422,1.5441,0.6729
420,Helianthus laetiflorus,Helianthus,Asteraceae,Asterales,0.2434,-0.6355,1.9383,0.6558,0.504,0.5205,1.9777,2.0101,0.9935
421,Helianthus giganteus,Helianthus,Asteraceae,Asterales,0.3673,-0.3866,1.2764,0.6564,0.488,0.3271,1.6479,1.6666,0.7833
422,Artemisia ludoviciana,Artemisia,Asteraceae,Asterales,-0.7219,-0.1072,0.3457,-0.4203,-1.0629,-0.2419,0.802,0.617,0.0016
423,Achillea millefolium,Achillea,Asteraceae,Asterales,-0.0809,0.1423,0.7042,-0.7524,-0.9953,-0.7916,0.2517,0.2341,-0.3027
424,Gnaphalium uliginosum,Gnaphalium,Asteraceae,Asterales,-1.5641,-0.2675,-1.4767,-1.4977,-2.2345,-0.7483,-0.9938,-0.894,-0.9219
425,Gamochaeta purpurea,Gamochaeta,Asteraceae,Asterales,-0.2673,-0.8297,1.8597,-2.3041,-1.6942,-0.8641,0.1656,-0.0369,-0.6253
426,Antennaria plantaginifolia,Antennaria,Asteraceae,Asterales,-0.595,-0.6419,0.1704,-0.731,-1.3098,-0.4664,0.0375,-0.0534,-0.4172
427,Antennaria neglecta,Antennaria,Asteraceae,Asterales,-0.6798,-0.8451,0.1672,-0.7846,-1.3392,-0.4258,0.0688,-0.0267,-0.4043
428,Antennaria parlinii,Antennaria,Asteraceae,Asterales,-0.5887,-0.6209,0.1645,-0.7289,-1.3358,-0.4686,0.0427,-0.0481,-0.4141
429,Solidago missouriensis,Solidago,Asteraceae,Asterales,0.1602,-1.2796,1.3864,0.0564,-0.6922,0.0078,0.9893,0.9377,0.2284
430,Heterotheca villosa,Heterotheca,Asteraceae,Asterales,-0.9186,0.5627,0.5014,-0.1724,-0.1778,0.5572,2.1237,2.473,1.3303
431,Symphyotrichum boreale,Symphyotrichum,Asteraceae,Asterales,-0.1073,-0.7327,0.1781,0.067,-0.6681,-0.275,0.4069,0.2697,-0.1785
432,Erigeron canadensis,Erigeron,Asteraceae,Asterales,-0.6394,0.8937,0.0163,-0.6162,-1.4864,-0.5487,-0.0455,-0.1207,-0.4299
433,Erigeron annuus,Erigeron,Asteraceae,Asterales,0.0651,-1.0271,-0.4842,-0.1005,-1.6971,-0.1586,0.3719,0.212,-0.1779
434,Erigeron strigosus,Erigeron,Asteraceae,Asterales,-0.5857,0.4577,-0.5715,-0.2276,-0.9505,0.174,1.4072,1.6567,0.8136
435,Doellingeria umbellata,Doellingeria,Asteraceae,Asterales,0.8016,-0.9457,-0.5462,0.0684,-0.3982,-0.8048,-0.6331,-0.8077,-0.8511
436,Euthamia graminifolia,Euthamia,Asteraceae,Asterales,-0.402,-0.5778,-0.0011,-0.0953,-1.3655,-0.0456,1.2295,1.0078,0.2549
437,Symphyotrichum puniceum,Symphyotrichum,Asteraceae,Asterales,0.9497,-0.4793,-0.1511,0.2442,-0.5135,-0.4369,0.5543,0.3757,-0.1278
438,Symphyotrichum oolentangiense,Symphyotrichum,Asteraceae,Asterales,0.1989,-0.6374,0.6491,0.108,-0.9107,-0.3157,0.5164,0.3676,-0.1373
439,Symphyotrichum lanceolatum,Symphyotrichum,Asteraceae,Asterales,-0.2183,-1.4856,-0.1408,-0.0095,-0.4524,-0.3067,0.1136,-0.0295,-0.3721
440,Symphyotrichum ericoides,Symphyotrichum,Asteraceae,Asterales,-1.4528,-0.3711,0.3396,0.0398,-1.107,-0.172,0.4136,0.2548,-0.1969
441,Eurybia macrophylla,Eurybia,Asteraceae,Asterales,0.6809,-0.1279,-1.5225,0.4106,-0.34,-0.6619,-0.548,-0.5998,-0.6264
442,Solidago gigantea,Solidago,Asteraceae,Asterales,0.0529,-1.4515,0.3863,-0.2214,-1.0485,-0.1587,0.7575,0.5701,-0.022
443,Solidago altissima,Solidago,Asteraceae,Asterales,0.3013,-0.7758,0.1973,0.6231,-0.5384,-0.0688,0.6074,0.5917,0.0997
444,Solidago rigida,Solidago,Asteraceae,Asterales,1.1048,-1.3573,1.5465,0.2486,-0.4062,-0.4606,0.1908,0.0381,-0.3541
445,Solidago ptarmicoides,Solidago,Asteraceae,Asterales,0.04,-0.9735,0.6941,-0.6981,-0.4398,-0.392,0.4354,0.3438,-0.1936
446,Solidago canadensis,Solidago,Asteraceae,Asterales,0.1791,-0.5547,0.3304,-0.0274,-1.2971,-0.345,0.5436,0.382,-0.1351
447,Solidago nemoralis,Solidago,Asteraceae,Asterales,-0.1185,-1.2875,1.6768,-0.4071,-0.9899,0.188,1.54,1.5423,0.5685
448,Solidago speciosa,Solidago,Asteraceae,Asterales,0.265,-0.9238,0.7766,-0.0439,-0.7388,-0.2265,0.6157,0.5497,-0.0155
449,Solidago juncea,Solidago,Asteraceae,Asterales,0.5744,-0.8351,0.5981,-0.0312,-0.8033,-0.3257,0.5519,0.4762,-0.0734
