"","OriginalNames","AccN","Species","file","OldSpecies"
"1","AJ235481 Ginkgo biloba","AJ235481","Ginkgo_biloba","atpB.fasta","Ginkgo_biloba"
"2","KT344987 Achillea millefolium","KT344987","Achillea_millefolium","atpB.fasta","Achillea_millefolium"
"3","EU717499 Amphicarpaea bracteata","EU717499","Amphicarpaea_bracteata","atpB.fasta","Amphicarpaea_bracteata"
"4","HQ384762 Apocynum cannabinum","HQ384762","Apocynum_cannabinum","atpB.fasta","Apocynum_cannabinum"
"5","HQ384761 Asclepias syriaca","HQ384761","Asclepias_syriaca","atpB.fasta","Asclepias_syriaca"
"6","KT176234 Asclepias verticillata","KT176234","Asclepias_verticillata","atpB.fasta","Asclepias_verticillata"
"7","AY147630 Asparagus officinalis","AY147630","Asparagus_officinalis","atpB.fasta","Asparagus_officinalis"
"8","DQ780967 Bromus inermis","DQ780967","Bromus_inermis","atpB.fasta","Bromus_inermis"
"9","DQ780970 Calamagrostis canadensis","DQ780970","Calamagrostis_canadensis","atpB.fasta","Calamagrostis_canadensis"
"10","KX526093 Caltha palustris","KX526093","Caltha_palustris","atpB.fasta","Caltha_palustris"
"11","EU437669 Campanula rotundifolia","EU437669","Campanula_rotundifolia","atpB.fasta","Campanula_rotundifolia"
"12","AY788264 Celastrus scandens","AY788264","Celastrus_scandens","atpB.fasta","Celastrus_scandens"
"13","KT176268 Comandra umbellata","KT176268","Comandra_umbellata","atpB.fasta","Comandra_umbellata"
"14","KT176263 Convolvulus arvensis","KT176263","Convolvulus_arvensis","atpB.fasta","Convolvulus_arvensis"
"15","EU373560 Cornus alternifolia","EU373560","Cornus_alternifolia","atpB.fasta","Cornus_alternifolia"
"16","EU373557 Cornus racemosa","EU373557","Cornus_racemosa","atpB.fasta","Cornus_racemosa"
"17","AY725918 Cornus sericea","AY725918","Cornus_sericea","atpB.fasta","Cornus_sericea"
"18","DQ780984 Elymus trachycaulus","DQ780984","Elymus_violaceus","atpB.fasta","Elymus_trachycaulus"
"19","DQ780985 Festuca rubra","DQ780985","Festuca_rubra","atpB.fasta","Festuca_rubra"
"20","KT176272 Galium aparine","KT176272","Galium_aparine","atpB.fasta","Galium_aparine"
"21","KT176240 Heliopsis helianthoides","KT176240","Heliopsis_helianthoides","atpB.fasta","Heliopsis_helianthoides"
"22","KT176266 Impatiens capensis","KT176266","Impatiens_capensis","atpB.fasta","Impatiens_capensis"
"23","AY664834 Juniperus communis","AY664834","Juniperus_communis","atpB.fasta","Juniperus_communis"
"24","AJ419157 Leersia oryzoides","AJ419157","Leersia_oryzoides","atpB.fasta","Leersia_oryzoides"
"25","HQ620745 Mollugo verticillata","HQ620745","Mollugo_verticillata","atpB.fasta","Mollugo_verticillata"
"26","KT176249 Monarda fistulosa","KT176249","Monarda_fistulosa","atpB.fasta","Monarda_fistulosa"
"27","KT176250 Nepeta cataria","KT176250","Nepeta_cataria","atpB.fasta","Nepeta_cataria"
"28","AY935861 Oxalis stricta","AY935861","Oxalis_stricta","atpB.fasta","Oxalis_stricta"
"29","KT176253 Penstemon gracilis","KT176253","Penstemon_gracilis","atpB.fasta","Penstemon_gracilis"
"30","AJ235555 Penthorum sedoides","AJ235555","Penthorum_sedoides","atpB.fasta","Penthorum_sedoides"
"31","DQ781006 Phleum pratense","DQ781006","Phleum_pratense","atpB.fasta","Phleum_pratense"
"32","HQ384710 Phryma leptostachya","HQ384710","Phryma_leptostachya","atpB.fasta","Phryma_leptostachya"
"33","KT176259 Physalis virginiana","KT176259","Physalis_virginiana","atpB.fasta","Physalis_virginiana"
"34","AF209658 Populus tremuloides","AF209658","Populus_tremuloides","atpB.fasta","Populus_tremuloides"
"35","HQ620749 Portulaca oleracea","HQ620749","Portulaca_oleracea","atpB.fasta","Portulaca_oleracea"
"36","AJ235579 Rhamnus catharticus","AJ235579","Rhamnus_cathartica","atpB.fasta","Rhamnus_catharticus"
"37","GU943774 Rhus typhina","GU943774","Rhus_typhina","atpB.fasta","Rhus_typhina"
"38","KT176238 Rudbeckia hirta","KT176238","Rudbeckia_hirta","atpB.fasta","Rudbeckia_hirta"
"39","AF239788 Sagittaria latifolia","AF239788","Sagittaria_latifolia","atpB.fasta","Sagittaria_latifolia"
"40","KT176269 Silene antirrhina","KT176269","Silene_antirrhina","atpB.fasta","Silene_antirrhina"
"41","AF168945 Maianthemum racemosum","AF168945","Maianthemum_racemosum","atpB.fasta","Maianthemum_racemosum"
"42","JQ273633 Maianthemum stellatum","JQ273633","Maianthemum_stellatum","atpB.fasta","Maianthemum_stellatum"
"43","KT176260 Solanum carolinense","KT176260","Solanum_carolinense","atpB.fasta","Solanum_carolinense"
"44","KT176243 Solidago missouriensis","KT176243","Solidago_missouriensis","atpB.fasta","Solidago_missouriensis"
"45","AF209680 Stellaria media","AF209680","Stellaria_media","atpB.fasta","Stellaria_media"
"46","KT176247 Symphoricarpos occidentalis","KT176247","Symphoricarpos_occidentalis","atpB.fasta","Symphoricarpos_occidentalis"
"47","KX526054 Typha angustifolia","KX526054","Typha_angustifolia","atpB.fasta","Typha_angustifolia"
"48","AF168951 Typha latifolia","AF168951","Typha_latifolia","atpB.fasta","Typha_latifolia"
"49","AJ235635 Urtica dioica","AJ235635","Urtica_dioica","atpB.fasta","Urtica_dioica"
"50","KC796830 Uvularia sessilifolia","KC796830","Uvularia_sessilifolia","atpB.fasta","Uvularia_sessilifolia"
"51","AJ236177 Verbascum thapsus","AJ236177","Verbascum_thapsus","atpB.fasta","Verbascum_thapsus"
"52","HQ384711 Verbena bracteata","HQ384711","Verbena_bracteata","atpB.fasta","Verbena_bracteata"
"53","KT176256 Verbena hastata","KT176256","Verbena_hastata","atpB.fasta","Verbena_hastata"
"54","KT176246 Zizia aurea","KT176246","Zizia_aurea","atpB.fasta","Zizia_aurea"
"55","JX663801 Euphorbia maculata","JX663801","Euphorbia_maculata","atpB.fasta","Euphorbia_maculata"
"56","KT176258 Physalis heterophylla","KT176258","Physalis_heterophylla","atpB.fasta","Physalis_heterophylla"
"57","KT176267 Plantago patagonica","KT176267","Plantago_patagonica","atpB.fasta","Plantago_patagonica"
"58","AJ236197 Tragopogon dubius","AJ236197","Tragopogon_dubius","atpB.fasta","Tragopogon_dubius"
"59","HQ619815 Ginkgo biloba","HQ619815","Ginkgo_biloba","matK.fasta","Ginkgo_biloba"
"60","OP222055 Acer negundo","OP222055","Acer_negundo","matK.fasta","Acer_negundo"
"61","MH551750 Acer rubrum","MH551750","Acer_rubrum","matK.fasta","Acer_rubrum"
"62","MT917283 Achillea millefolium","MT917283","Achillea_millefolium","matK.fasta","Achillea_millefolium"
"63","MF597346 Elymus repens","MF597346","Elymus_repens","matK.fasta","Elymus_repens"
"64","MF597472 Pascopyrum smithii","MF597472","Elymus_smithii","matK.fasta","Pascopyrum_smithii"
"65","MN434002 Poa nemoralis","MN434002","Poa_nemoralis","matK.fasta","Poa_nemoralis"
"66","KY607144 Agrostis scabra","KY607144","Agrostis_scabra","matK.fasta","Agrostis_scabra"
"67","KX677445 Allium cernuum","KX677445","Allium_cernuum","matK.fasta","Allium_cernuum"
"68","MK509394 Allium stellatum","MK509394","Allium_stellatum","matK.fasta","Allium_stellatum"
"69","KX677393 Alnus incana","KX677393","Alnus_incana","matK.fasta","Alnus_incana"
"70","MT917853 Amaranthus retroflexus","MT917853","Amaranthus_retroflexus","matK.fasta","Amaranthus_retroflexus"
"71","MK509404 Ambrosia artemisiifolia","MK509404","Ambrosia_artemisiifolia","matK.fasta","Ambrosia_artemisiifolia"
"72","KX677752 Amelanchier alnifolia","KX677752","Amelanchier_alnifolia","matK.fasta","Amelanchier_alnifolia"
"73","HQ593165 Amelanchier laevis","HQ593165","Amelanchier_laevis","matK.fasta","Amelanchier_laevis"
"74","MG221136 Amelanchier sanguinea","MG221136","Amelanchier_sanguinea","matK.fasta","Amelanchier_sanguinea"
"75","MF153988 Amorpha canescens","MF153988","Amorpha_canescens","matK.fasta","Amorpha_canescens"
"76","MH660120 Amphicarpaea bracteata","MH660120","Amphicarpaea_bracteata","matK.fasta","Amphicarpaea_bracteata"
"77","MG220996 Anemone cylindrica","MG220996","Anemone_cylindrica","matK.fasta","Anemone_cylindrica"
"78","MG220927 Anemone quinquefolia","MG220927","Anemone_quinquefolia","matK.fasta","Anemone_quinquefolia"
"79","KP643102 Anemone virginiana","KP643102","Anemone_virginiana","matK.fasta","Anemone_virginiana"
"80","MK509425 Antennaria parlinii","MK509425","Antennaria_parlinii","matK.fasta","Antennaria_parlinii"
"81","KX676985 Antennaria neglecta","KX676985","Antennaria_neglecta","matK.fasta","Antennaria_neglecta"
"82","KP642803 Antennaria plantaginifolia","KP642803","Antennaria_plantaginifolia","matK.fasta","Antennaria_plantaginifolia"
"83","KX677062 Apocynum androsaemifolium","KX677062","Apocynum_androsaemifolium","matK.fasta","Apocynum_androsaemifolium"
"84","KX676779 Apocynum cannabinum","KX676779","Apocynum_cannabinum","matK.fasta","Apocynum_cannabinum"
"85","MK509433 Aquilegia canadensis","MK509433","Aquilegia_canadensis","matK.fasta","Aquilegia_canadensis"
"86","MT917664 Turritis glabra","MT917664","Turritis_glabra","matK.fasta","Turritis_glabra"
"87","MH659194 Arabis hirsuta","MH659194","Arabis_hirsuta","matK.fasta","Arabis_hirsuta"
"88","KX677708 Aralia nudicaulis","KX677708","Aralia_nudicaulis","matK.fasta","Aralia_nudicaulis"
"89","MK509457 Artemisia ludoviciana","MK509457","Artemisia_ludoviciana","matK.fasta","Artemisia_ludoviciana"
"90","KP642905 Asclepias exaltata","KP642905","Asclepias_exaltata","matK.fasta","Asclepias_exaltata"
"91","MG225243 Asclepias incarnata","MG225243","Asclepias_incarnata","matK.fasta","Asclepias_incarnata"
"92","MK519675 Asclepias ovalifolia","MK519675","Asclepias_ovalifolia","matK.fasta","Asclepias_ovalifolia"
"93","MG225299 Asclepias syriaca","MG225299","Asclepias_syriaca","matK.fasta","Asclepias_syriaca"
"94","MH621535 Asclepias tuberosa","MH621535","Asclepias_tuberosa","matK.fasta","Asclepias_tuberosa"
"95","MH552010 Asclepias verticillata","MH552010","Asclepias_verticillata","matK.fasta","Asclepias_verticillata"
"96","MK519681 Asclepias viridiflora","MK519681","Asclepias_viridiflora","matK.fasta","Asclepias_viridiflora"
"97","MT917256 Asparagus officinalis","MT917256","Asparagus_officinalis","matK.fasta","Asparagus_officinalis"
"98","MK520733 Symphyotrichum oolentangiense","MK520733","Symphyotrichum_oolentangiense","matK.fasta","Symphyotrichum_oolentangiense"
"99","MK520725 Symphyotrichum ericoides","MK520725","Symphyotrichum_ericoides","matK.fasta","Symphyotrichum_ericoides"
"100","JN966701 Symphyotrichum boreale","JN966701","Symphyotrichum_boreale","matK.fasta","Symphyotrichum_boreale"
"101","KJ593113 Symphyotrichum lanceolatum","KJ593113","Symphyotrichum_lanceolatum","matK.fasta","Symphyotrichum_lanceolatum"
"102","KP643001 Eurybia macrophylla","KP643001","Eurybia_macrophylla","matK.fasta","Eurybia_macrophylla"
"103","MG225002 Symphyotrichum novae-angliae","MG225002","Symphyotrichum_novae-angliae","matK.fasta","Symphyotrichum_novae-angliae"
"104","MG224985 Solidago ptarmicoides","MG224985","Solidago_ptarmicoides","matK.fasta","Solidago_ptarmicoides"
"105","HQ593461 Symphyotrichum puniceum","HQ593461","Symphyotrichum_puniceum","matK.fasta","Symphyotrichum_puniceum"
"106","MG225054 Doellingeria umbellata","MG225054","Doellingeria_umbellata","matK.fasta","Doellingeria_umbellata"
"107","MK519684 Astragalus canadensis","MK519684","Astragalus_canadensis","matK.fasta","Astragalus_canadensis"
"108","KJ772576 Baptisia alba","KJ772576","Baptisia_alba","matK.fasta","Baptisia_alba"
"109","MT917686 Barbarea vulgaris","MT917686","Barbarea_vulgaris","matK.fasta","Barbarea_vulgaris"
"110","MT917849 Berteroa incana","MT917849","Berteroa_incana","matK.fasta","Berteroa_incana"
"111","KX677751 Betula papyrifera","KX677751","Betula_papyrifera","matK.fasta","Betula_papyrifera"
"112","KX677622 Betula pumila","KX677622","Betula_pumila","matK.fasta","Betula_pumila"
"113","MG225347 Bidens cernua","MG225347","Bidens_cernua","matK.fasta","Bidens_cernua"
"114","LC722797 Bidens tripartita","LC722797","Bidens_tripartita","matK.fasta","Bidens_tripartita"
"115","JF729088 Bouteloua aristidoides","JF729088","Bouteloua_aristidoides","matK.fasta","Bouteloua_aristidoides"
"116","MF597202 Bromus ciliatus","MF597202","Bromus_ciliatus","matK.fasta","Bromus_ciliatus"
"117","MT929971 Bromus inermis","MT929971","Bromus_inermis","matK.fasta","Bromus_inermis"
"118","MG216969 Bromus kalmii","MG216969","Bromus_kalmii","matK.fasta","Bromus_kalmii"
"119","MT929975 Bromus tectorum","MT929975","Bromus_tectorum","matK.fasta","Bromus_tectorum"
"120","MK519727 Caltha palustris","MK519727","Caltha_palustris","matK.fasta","Caltha_palustris"
"121","MT917684 Capsella bursa-pastoris","MT917684","Capsella_bursa-pastoris","matK.fasta","Capsella_bursa-pastoris"
"122","MK519756 Carex bebbii","MK519756","Carex_bebbii","matK.fasta","Carex_bebbii"
"123","MK519757 Carex bicknellii","MK519757","Carex_bicknellii","matK.fasta","Carex_bicknellii"
"124","MH496671 Carex canescens","MH496671","Carex_canescens","matK.fasta","Carex_canescens"
"125","MG217134 Carex echinata","MG217134","Carex_echinata","matK.fasta","Carex_echinata"
"126","MK926133 Carex chordorrhiza","MK926133","Carex_chordorrhiza","matK.fasta","Carex_chordorrhiza"
"127","KC474313 Carex diandra","KC474313","Carex_diandra","matK.fasta","Carex_diandra"
"128","KP980093 Carex disperma","KP980093","Carex_disperma","matK.fasta","Carex_disperma"
"129","KU496572 Carex foenea","KU496572","Carex_foenea","matK.fasta","Carex_foenea"
"130","KJ592879 Carex gracillima","KJ592879","Carex_gracillima","matK.fasta","Carex_gracillima"
"131","MK519799 Carex haydenii","MK519799","Carex_haydenii","matK.fasta","Carex_haydenii"
"132","KX677231 Carex interior","KX677231","Carex_interior","matK.fasta","Carex_interior"
"133","MK519806 Carex lacustris","MK519806","Carex_lacustris","matK.fasta","Carex_lacustris"
"134","MG217037 Carex lasiocarpa","MG217037","Carex_lasiocarpa","matK.fasta","Carex_lasiocarpa"
"135","MK519870 Carex vulpinoidea","MK519870","Carex_vulpinoidea","matK.fasta","Carex_vulpinoidea"
"136","KR902910 Carex oligosperma","KR902910","Carex_oligosperma","matK.fasta","Carex_oligosperma"
"137","HQ593215 Carex pensylvanica","HQ593215","Carex_pensylvanica","matK.fasta","Carex_pensylvanica"
"138","KU496585 Carex rostrata","KU496585","Carex_rostrata","matK.fasta","Carex_rostrata"
"139","MK519847 Carex scoparia","MK519847","Carex_scoparia","matK.fasta","Carex_scoparia"
"140","MK519854 Carex stricta","MK519854","Carex_stricta","matK.fasta","Carex_stricta"
"141","MH621636 Chamaecrista fasciculata","MH621636","Chamaecrista_fasciculata","matK.fasta","Chamaecrista_fasciculata"
"142","MG220860 Ceanothus americanus","MG220860","Ceanothus_americanus","matK.fasta","Ceanothus_americanus"
"143","MK519885 Cenchrus longispinus","MK519885","Cenchrus_longispinus","matK.fasta","Cenchrus_longispinus"
"144","LC610863 Chamaedaphne calyculata","LC610863","Chamaedaphne_calyculata","matK.fasta","Chamaedaphne_calyculata"
"145","MH659619 Chenopodium album","MH659619","Chenopodium_album","matK.fasta","Chenopodium_album"
"146","MK926222 Chenopodiastrum hybridum","MK926222","Chenopodiastrum_hybridum","matK.fasta","Chenopodiastrum_hybridum"
"147","KX677104 Chenopodium leptophyllum","KX677104","Chenopodium_leptophyllum","matK.fasta","Chenopodium_leptophyllum"
"148","MK520177 Heterotheca villosa","MK520177","Heterotheca_villosa","matK.fasta","Heterotheca_villosa"
"149","MG225077 Cicuta bulbifera","MG225077","Cicuta_bulbifera","matK.fasta","Cicuta_bulbifera"
"150","MK519915 Circaea lutetiana","MK519915","Circaea_lutetiana","matK.fasta","Circaea_lutetiana"
"151","MH660028 Cirsium arvense","MH660028","Cirsium_arvense","matK.fasta","Cirsium_arvense"
"152","MK519918 Cirsium discolor","MK519918","Cirsium_discolor","matK.fasta","Cirsium_discolor"
"153","KX677170 Comandra umbellata","KX677170","Comandra_umbellata","matK.fasta","Comandra_umbellata"
"154","MT930208 Convolvulus arvensis","MT930208","Convolvulus_arvensis","matK.fasta","Convolvulus_arvensis"
"155","OQ289918 Erigeron canadensis","OQ289918","Erigeron_canadensis","matK.fasta","Erigeron_canadensis"
"156","MK519951 Cornus alternifolia","MK519951","Cornus_alternifolia","matK.fasta","Cornus_alternifolia"
"157","KX677417 Cornus sericea","KX677417","Cornus_sericea","matK.fasta","Cornus_sericea"
"158","MG221012 Corylus americana","MG221012","Corylus_americana","matK.fasta","Corylus_americana"
"159","KX677707 Crepis tectorum","KX677707","Crepis_tectorum","matK.fasta","Crepis_tectorum"
"160","MK519976 Cycloloma atriplicifolium","MK519976","Dysphania_atriplicifolia","matK.fasta","Cycloloma_atriplicifolium"
"161","MH552007 Cyperus filiculmis","MH552007","Cyperus_filiculmis","matK.fasta","Cyperus_filiculmis"
"162","MK519982 Cyperus schweinitzii","MK519982","Cyperus_schweinitzii","matK.fasta","Cyperus_schweinitzii"
"163","MK519984 Cyperus strigosus","MK519984","Cyperus_strigosus","matK.fasta","Cyperus_strigosus"
"164","MF597306 Danthonia spicata","MF597306","Danthonia_spicata","matK.fasta","Danthonia_spicata"
"165","MK519995 Delphinium carolinianum","MK519995","Delphinium_carolinianum","matK.fasta","Delphinium_carolinianum"
"166","MG221159 Desmodium canadense","MG221159","Desmodium_canadense","matK.fasta","Desmodium_canadense"
"167","MG221152 Hylodesmum glutinosum","MG221152","Hylodesmum_glutinosum","matK.fasta","Hylodesmum_glutinosum"
"168","MN450939 Digitaria ischaemum","MN450939","Digitaria_ischaemum","matK.fasta","Digitaria_ischaemum"
"169","OL434958 Digitaria sanguinalis","OL434958","Digitaria_sanguinalis","matK.fasta","Digitaria_sanguinalis"
"170","MF597331 Elymus canadensis","MF597331","Elymus_canadensis","matK.fasta","Elymus_canadensis"
"171","MF597351 Elymus trachycaulus","MF597351","Elymus_violaceus","matK.fasta","Elymus_trachycaulus"
"172","MT929949 Chamaenerion angustifolium","MT929949","Chamaenerion_angustifolium","matK.fasta","Chamaenerion_angustifolium"
"173","KP643039 Epilobium ciliatum","KP643039","Epilobium_ciliatum","matK.fasta","Epilobium_ciliatum"
"174","MG220821 Epilobium leptophyllum","MG220821","Epilobium_leptophyllum","matK.fasta","Epilobium_leptophyllum"
"175","MK520061 Eragrostis spectabilis","MK520061","Eragrostis_spectabilis","matK.fasta","Eragrostis_spectabilis"
"176","OQ289665 Erechtites hieraciifolius","OQ289665","Erechtites_hieraciifolius","matK.fasta","Erechtites_hieraciifolius"
"177","MH659622 Erigeron annuus","MH659622","Erigeron_annuus","matK.fasta","Erigeron_annuus"
"178","MH551947 Erigeron strigosus","MH551947","Erigeron_strigosus","matK.fasta","Erigeron_strigosus"
"179","MK520079 Eutrochium maculatum","MK520079","Eutrochium_maculatum","matK.fasta","Eutrochium_maculatum"
"180","MK520080 Eupatorium perfoliatum","MK520080","Eupatorium_perfoliatum","matK.fasta","Eupatorium_perfoliatum"
"181","KP642990 Euphorbia corollata","KP642990","Euphorbia_corollata","matK.fasta","Euphorbia_corollata"
"182","MG224954 Euthamia graminifolia","MG224954","Euthamia_graminifolia","matK.fasta","Euthamia_graminifolia"
"183","MT930117 Fragaria vesca","MT930117","Fragaria_vesca","matK.fasta","Fragaria_vesca"
"184","KX677448 Fragaria virginiana","KX677448","Fragaria_virginiana","matK.fasta","Fragaria_virginiana"
"185","KP642888 Fraxinus americana","KP642888","Fraxinus_americana","matK.fasta","Fraxinus_americana"
"186","MG225127 Fraxinus nigra","MG225127","Fraxinus_nigra","matK.fasta","Fraxinus_nigra"
"187","MG225248 Fraxinus pennsylvanica","MG225248","Fraxinus_pennsylvanica","matK.fasta","Fraxinus_pennsylvanica"
"188","MT918324 Galium aparine","MT918324","Galium_aparine","matK.fasta","Galium_aparine"
"189","MT918330 Galium boreale","MT918330","Galium_boreale","matK.fasta","Galium_boreale"
"190","MK520126 Galium trifidum","MK520126","Galium_trifidum","matK.fasta","Galium_trifidum"
"191","KX677333 Galium triflorum","KX677333","Galium_triflorum","matK.fasta","Galium_triflorum"
"192","HQ593311 Gentiana andrewsii","HQ593311","Gentiana_andrewsii","matK.fasta","Gentiana_andrewsii"
"193","MG224988 Glechoma hederacea","MG224988","Glechoma_hederacea","matK.fasta","Glechoma_hederacea"
"194","MF597404 Glyceria grandis","MF597404","Glyceria_grandis","matK.fasta","Glyceria_grandis"
"195","MH551837 Gamochaeta purpurea","MH551837","Gamochaeta_purpurea","matK.fasta","Gamochaeta_purpurea"
"196","JN895615 Gnaphalium uliginosum","JN895615","Gnaphalium_uliginosum","matK.fasta","Gnaphalium_uliginosum"
"197","MG225340 Helenium autumnale","MG225340","Helenium_autumnale","matK.fasta","Helenium_autumnale"
"198","KJ772830 Helianthus hirsutus","KJ772830","Helianthus_hirsutus","matK.fasta","Helianthus_hirsutus"
"199","MG224825 Heliopsis helianthoides","MG224825","Heliopsis_helianthoides","matK.fasta","Heliopsis_helianthoides"
"200","MK520178 Heuchera richardsonii","MK520178","Heuchera_richardsonii","matK.fasta","Heuchera_richardsonii"
"201","KX677591 Pilosella aurantiaca","KX677591","Pilosella_aurantiaca","matK.fasta","Pilosella_aurantiaca"
"202","MK435709 Hieracium umbellatum","MK435709","Hieracium_umbellatum","matK.fasta","Hieracium_umbellatum"
"203","MK520183 Hieracium longipilum","MK520183","Hieracium_longipilum","matK.fasta","Hieracium_longipilum"
"204","MK926341 Hierochloe odorata","MK926341","Anthoxanthum_nitens","matK.fasta","Hierochloe_odorata"
"205","KP643174 Houstonia longifolia","KP643174","Houstonia_longifolia","matK.fasta","Houstonia_longifolia"
"206","MK520201 Hypoxis hirsuta","MK520201","Hypoxis_hirsuta","matK.fasta","Hypoxis_hirsuta"
"207","MK520203 Ilex verticillata","MK520203","Ilex_verticillata","matK.fasta","Ilex_verticillata"
"208","KX677069 Impatiens capensis","KX677069","Impatiens_capensis","matK.fasta","Impatiens_capensis"
"209","MG217124 Iris versicolor","MG217124","Iris_versicolor","matK.fasta","Iris_versicolor"
"210","KX677667 Juncus tenuis","KX677667","Juncus_tenuis","matK.fasta","Juncus_tenuis"
"211","LC678465 Juniperus communis","LC678465","Juniperus_communis","matK.fasta","Juniperus_communis"
"212","MK520228 Krigia biflora","MK520228","Krigia_biflora","matK.fasta","Krigia_biflora"
"213","MG225222 Lactuca biennis","MG225222","Lactuca_biennis","matK.fasta","Lactuca_biennis"
"214","MK520231 Lactuca canadensis","MK520231","Lactuca_canadensis","matK.fasta","Lactuca_canadensis"
"215","MT917363 Lactuca serriola","MT917363","Lactuca_serriola","matK.fasta","Lactuca_serriola"
"216","MK520235 Larix laricina","MK520235","Larix_laricina","matK.fasta","Larix_laricina"
"217","KX677106 Lathyrus ochroleucus","KX677106","Lathyrus_ochroleucus","matK.fasta","Lathyrus_ochroleucus"
"218","MG216976 Leersia oryzoides","MG216976","Leersia_oryzoides","matK.fasta","Leersia_oryzoides"
"219","MG220737 Lepidium densiflorum","MG220737","Lepidium_densiflorum","matK.fasta","Lepidium_densiflorum"
"220","MH551815 Lepidium virginicum","MH551815","Lepidium_virginicum","matK.fasta","Lepidium_virginicum"
"221","MH552155 Digitaria cognata","MH552155","Digitaria_cognata","matK.fasta","Digitaria_cognata"
"222","KJ772888 Lespedeza capitata","KJ772888","Lespedeza_capitata","matK.fasta","Lespedeza_capitata"
"223","MK520247 Liatris aspera","MK520247","Liatris_aspera","matK.fasta","Liatris_aspera"
"224","MK520249 Liatris ligulistylis","MK520249","Liatris_ligulistylis","matK.fasta","Liatris_ligulistylis"
"225","MK520250 Liatris pycnostachya","MK520250","Liatris_pycnostachya","matK.fasta","Liatris_pycnostachya"
"226","MT929888 Linaria vulgaris","MT929888","Linaria_vulgaris","matK.fasta","Linaria_vulgaris"
"227","KP643110 Lobelia siphilitica","KP643110","Lobelia_siphilitica","matK.fasta","Lobelia_siphilitica"
"228","KX676710 Lonicera dioica","KX676710","Lonicera_dioica","matK.fasta","Lonicera_dioica"
"229","KJ840933 Lonicera morrowii","KJ840933","Lonicera_morrowii","matK.fasta","Lonicera_morrowii"
"230","MK520281 Ludwigia polycarpa","MK520281","Ludwigia_polycarpa","matK.fasta","Ludwigia_polycarpa"
"231","MK520282 Lupinus perennis","MK520282","Lupinus_perennis","matK.fasta","Lupinus_perennis"
"232","MG225276 Lycopus americanus","MG225276","Lycopus_americanus","matK.fasta","Lycopus_americanus"
"233","MK520285 Lycopus uniflorus","MK520285","Lycopus_uniflorus","matK.fasta","Lycopus_uniflorus"
"234","KP643068 Lysimachia ciliata","KP643068","Lysimachia_ciliata","matK.fasta","Lysimachia_ciliata"
"235","MK926240 Lysimachia thyrsiflora","MK926240","Lysimachia_thyrsiflora","matK.fasta","Lysimachia_thyrsiflora"
"236","KP643009 Maianthemum canadense","KP643009","Maianthemum_canadense","matK.fasta","Maianthemum_canadense"
"237","OL434880 Medicago lupulina","OL434880","Medicago_lupulina","matK.fasta","Medicago_lupulina"
"238","MT918271 Medicago sativa","MT918271","Medicago_sativa","matK.fasta","Medicago_sativa"
"239","MT918281 Melilotus officinalis","MT918281","Melilotus_officinalis","matK.fasta","Melilotus_officinalis"
"240","MG224871 Mimulus ringens","MG224871","Mimulus_ringens","matK.fasta","Mimulus_ringens"
"241","KY952417 Mirabilis albida","KY952417","Mirabilis_albida","matK.fasta","Mirabilis_albida"
"242","MG220894 Mirabilis nyctaginea","MG220894","Mirabilis_nyctaginea","matK.fasta","Mirabilis_nyctaginea"
"243","MK520327 Mollugo verticillata","MK520327","Mollugo_verticillata","matK.fasta","Mollugo_verticillata"
"244","MK520328 Monarda punctata","MK520328","Monarda_punctata","matK.fasta","Monarda_punctata"
"245","MN317512 Mosla dianthera","MN317512","Mosla_dianthera","matK.fasta","Mosla_dianthera"
"246","MF597459 Muhlenbergia racemosa","MF597459","Muhlenbergia_racemosa","matK.fasta","Muhlenbergia_racemosa"
"247","MK520352 Nepeta cataria","MK520352","Nepeta_cataria","matK.fasta","Nepeta_cataria"
"248","MH552250 Oenothera biennis","MH552250","Oenothera_biennis","matK.fasta","Oenothera_biennis"
"249","MK520363 Oenothera parviflora","MK520363","Oenothera_parviflora","matK.fasta","Oenothera_parviflora"
"250","MG221065 Oxalis stricta","MG221065","Oxalis_stricta","matK.fasta","Oxalis_stricta"
"251","MZ006168 Panicum capillare","MZ006168","Panicum_capillare","matK.fasta","Panicum_capillare"
"252","ON745581 Dichanthelium acuminatum","ON745581","Dichanthelium_acuminatum","matK.fasta","Dichanthelium_acuminatum"
"253","MZ006206 Panicum miliaceum","MZ006206","Panicum_miliaceum","matK.fasta","Panicum_miliaceum"
"254","MH551715 Dichanthelium oligosanthes","MH551715","Dichanthelium_oligosanthes","matK.fasta","Dichanthelium_oligosanthes"
"255","MK520380 Parietaria pensylvanica","MK520380","Parietaria_pensylvanica","matK.fasta","Parietaria_pensylvanica"
"256","MG221026 Parthenocissus inserta","MG221026","Parthenocissus_inserta","matK.fasta","Parthenocissus_inserta"
"257","MH551862 Parthenocissus quinquefolia","MH551862","Parthenocissus_quinquefolia","matK.fasta","Parthenocissus_quinquefolia"
"258","MH551590 Paspalum setaceum","MH551590","Paspalum_setaceum","matK.fasta","Paspalum_setaceum"
"259","KP642964 Pedicularis canadensis","KP642964","Pedicularis_canadensis","matK.fasta","Pedicularis_canadensis"
"260","MG224978 Penstemon digitalis","MG224978","Penstemon_digitalis","matK.fasta","Penstemon_digitalis"
