"Species","Ti","Acc","gene"
"Penstemon gracilis","Penstemon gracilis voucher 33415HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG222004","rbcL"
"Penstemon grandiflorus","Penstemon grandiflorus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526308","rbcL"
"Penthorum sedoides","Penthorum sedoides voucher MT00180174 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249714","rbcL"
"Persicaria amphibia","Persicaria amphibia voucher CCDB-18333-G4 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG248148","rbcL"
"Polygonum amphibium","Polygonum amphibium isolate NMW612 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","JN893747","rbcL"
"Persicaria hydropiper","Persicaria hydropiper voucher Ge130877 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MH657477","rbcL"
"Persicaria lapathifolia","Persicaria lapathifolia voucher Q487 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MH658426","rbcL"
"Persicaria maculosa","Persicaria maculosa isolate DNAS-4E0-6QFZ ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds","MT937075","rbcL"
"Persicaria pensylvanica","Persicaria pensylvanica voucher JAG 0310WP ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG245946","rbcL"
"Persicaria sagittata","Persicaria sagittata ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526320","rbcL"
"Polygonum sagittatum","Polygonum sagittatum ribulose-1,5-bisphosphate carboxylase (rbcL) gene, complete cds; chloroplast gene for chloroplast product","AF297141","rbcL"
"Dalea purpurea","Dalea purpurea ribulose 1,5-bisphosphate carboxylaseoxygenase large subunit (rbcL) gene, complete cds; chloroplast","MN601444","rbcL"
"Petalostemon purpureus","Petalostemon purpureus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","JX848467","rbcL"
"Phalaris arundinacea","Phalaris arundinacea ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526323","rbcL"
"Phleum pratense","Phleum pratense voucher NSMK-PI201900162 ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MN206673","rbcL"
"Phlox paniculata","Phlox paniculata voucher 43696HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG223968","rbcL"
"Phlox pilosa","Phlox pilosa ribulose 1,5-bisphosphate carboxylaseoxygenase large subunit (rbcL) gene, complete cds; chloroplast","MN601462","rbcL"
"Phryma leptostachya","Phryma leptostachya voucher Q845 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MH658757","rbcL"
"Physalis heterophylla","Physalis heterophylla voucher WC-91WP ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG222528","rbcL"
"Physalis pubescens","Physalis pubescens voucher Canek Ledesma 20461 (MEXU, US) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","OP711076","rbcL"
"Physalis virginiana","Physalis virginiana ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526338","rbcL"
"Pilea pumila","Pilea pumila voucher TanCM495 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MN205260","rbcL"
"Pilosella aurantiaca","Pilosella aurantiaca voucher SNEW051_AWP ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224321","rbcL"
"Hieracium aurantiacum","Hieracium aurantiacum voucher AP120 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","HQ590130","rbcL"
"Pinus banksiana","Pinus banksiana voucher JAG 0921 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG215335","rbcL"
"Pinus resinosa","Pinus resinosa voucher JAG 0351 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG215433","rbcL"
"Pinus strobus","Pinus strobus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK895590","rbcL"
"Plantago lanceolata","Plantago lanceolata clone 1040509_2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid","OR464835","rbcL"
"Plantago major","Plantago major KG23-0403 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcl) gene, partial cds; chloroplast","OR575208","rbcL"
"Plantago patagonica","Plantago patagonica voucher plantago_pat ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG223428","rbcL"
"Platanthera lacera","Platanthera lacera voucher 79185HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG226073","rbcL"
"Poa compressa","Poa compressa voucher 07-JMS-0827 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MF596945","rbcL"
"Poa nemoralis","Poa nemoralis voucher Huangxw1076 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MN192779","rbcL"
"Poa palustris","Poa palustris ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KY888679","rbcL"
"Poa pratensis","Poa pratensis subsp. angustifolia voucher TW-0355 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MT931820","rbcL"
"Polygala polygama","Polygala polygama ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KJ773772","rbcL"
"Polygala sanguinea","Polygala sanguinea voucher 34037HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249077","rbcL"
"Polygonatum biflorum","Polygonatum biflorum voucher SCBI-SIGEO_13_0098 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KP644050","rbcL"
"Polygonum articulatum","Polygonum articulatum voucher CCDB-23122-G05 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249563","rbcL"
"Polygonella articulata","Polygonella articulata voucher Kim & Lundgren s.n (YU) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","EF653760","rbcL"
"Polygonum tenue","Polygonum tenue voucher 6636HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249944","rbcL"
"Persicaria thunbergii","Persicaria thunbergii LuJL214 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MN185117","rbcL"
"Populus balsamifera","Populus balsamifera voucher NTW 1042 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG248058","rbcL"
"Populus deltoides","Populus deltoides voucher ASHG001 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MH574053","rbcL"
"Populus grandidentata","Populus grandidentata voucher NTW 941 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG247424","rbcL"
"Populus tremuloides","Populus tremuloides voucher NTW 944 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249960","rbcL"
"Portulaca oleracea","Portulaca oleracea voucher TLF-065 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MT931224","rbcL"
"Potentilla argentea","Potentilla argentea voucher NMW8138 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK924831","rbcL"
"Drymocallis arguta","Drymocallis arguta voucher CCDB-23957-C11 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249557","rbcL"
"Potentilla norvegica","Potentilla norvegica ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526439","rbcL"
"Potentilla recta","Potentilla recta clone 1072831_2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid","OR464884","rbcL"
"Potentilla simplex","Potentilla simplex voucher SCBI-SIGEO_13_0107 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KP643886","rbcL"
"Prunella vulgaris","Prunella vulgaris voucher Jonathan D. Amith 2573 (MEXU, US) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","OP710590","rbcL"
"P.vulgaris chloroplast","P.vulgaris chloroplast rbcL gene for rubisco (large subunit) (partial)","Z37433","rbcL"
"Prunus americana","Prunus americana voucher 81164HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG248083","rbcL"
"Prunus pensylvanica","Prunus pensylvanica voucher NTW 979 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG248042","rbcL"
"Prunus pumila","Prunus pumila voucher 27920HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249952","rbcL"
"Prunus serotina","Prunus serotina voucher Anastacio Sotero 20690 (MEXU, US) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","OP711256","rbcL"
"Prunus virginiana","Prunus virginiana ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526456","rbcL"
"Pteridium aquilinum","Pteridium aquilinum voucher Eric Schuettpelz 1741 (MEXU, US) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MW620365","rbcL"
"Anemone patens","Anemone patens KG23-297 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","OR508835","rbcL"
"Pycnanthemum virginianum","Pycnanthemum virginianum voucher MT00179937 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224042","rbcL"
"Pyrola rotundifolia","Pyrola rotundifolia ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526468","rbcL"
"Quercus alba","Quercus alba voucher MT00180029 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG246612","rbcL"
"Quercus ellipsoidalis","Quercus ellipsoidalis voucher JAG 0781 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG247505","rbcL"
"Quercus macrocarpa","Quercus macrocarpa voucher MISU9-4 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG245989","rbcL"
"Quercus petraea","Quercus petraea isolate LegMedMO_28 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","HQ619752","rbcL"
"Ranunculus rhomboideus","Ranunculus rhomboideus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","JX848518","rbcL"
"Ratibida pinnata","Ratibida pinnata ribulose 1,5-bisphosphate carboxylaseoxygenase large subunit (rbcL) gene, partial cds; chloroplast","MN601465","rbcL"
"Rhamnus cathartica","Rhamnus cathartica clone 1040703_2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid","OR538511","rbcL"
"R.cathartica chloroplast","R.cathartica chloroplast rbcL gene for ribulose-1,5-biphosphate-carboxylase and promoter region","X69752","rbcL"
"Rhus glabra","Rhus glabra ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526498","rbcL"
"Rhus typhina","Rhus typhina voucher NTW 982 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249843","rbcL"
"Ribes hirtellum","Ribes hirtellum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526508","rbcL"
"Robinia pseudoacacia","Robinia pseudoacacia voucher P. L. Liu YC100 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) (rbcL) gene, partial cds; plastid","MN722304","rbcL"
"Rosa arkansana","Rosa arkansana ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526520","rbcL"
"Rosa blanda","Rosa blanda voucher MMD 019 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249262","rbcL"
"Rosa carolina","Rosa carolina voucher SNP_13_0401 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KP643908","rbcL"
"Rubus allegheniensis","Rubus allegheniensis voucher MLTV75 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249253","rbcL"
"Rubus canadensis","Rubus canadensis isolate HP61L ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MW131943","rbcL"
"Rubus flagellaris","Rubus flagellaris voucher SCBI-SIGEO_13_0114 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KP643972","rbcL"
"Rubus idaeus","Rubus idaeus f. marmoratus voucher oINA1006 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MZ128517","rbcL"
"Rubus occidentalis","Rubus occidentalis blackcap chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial cds","LC515877","rbcL"
"Rubus pubescens","Rubus pubescens voucher NTW 1094 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249679","rbcL"
"Rudbeckia hirta","Rudbeckia hirta voucher HANGYY8614 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MN192540","rbcL"
"Rumex acetosella","Rumex acetosella clone 1072705_2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid","OR464864","rbcL"
"Rumex britannica","Rumex britannica voucher CCDB-23122-E10 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG247385","rbcL"
"Sagittaria latifolia","Sagittaria latifolia UWAL:Keener 1931 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial cds","LC541725","rbcL"
"Salix bebbiana","Salix bebbiana voucher MISU34-4 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249121","rbcL"
"Salix discolor","Salix discolor voucher GA-Coll-2010-34109 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249139","rbcL"
"Salix humilis","Salix humilis ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KJ773862","rbcL"
"Salix interior","Salix interior voucher GA-Coll-2010-34019 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG248607","rbcL"
"Salix pedicellaris","Salix pedicellaris voucher MISU25-17 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG246522","rbcL"
"Salix petiolaris","Salix petiolaris voucher TJD-086 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KJ841546","rbcL"
"Salix pyrifolia","Salix pyrifolia ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526606","rbcL"
"Salix serissima","Salix serissima voucher TJD-637 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KJ841547","rbcL"
"Kali turgidum","Kali turgidum isolate UQU ALP191 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MH598919","rbcL"
"Salsola kali","Salsola kali ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","AY270129","rbcL"
"Micranthes pensylvanica","Micranthes pensylvanica voucher CCDB-24916-C01 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249321","rbcL"
"Schizachne purpurascens","Schizachne purpurascens voucher 07-JMS-1112 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MF597036","rbcL"
"Schizachyrium scoparium","Schizachyrium scoparium var. scoparium voucher FLAS:Majure 4151 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KY627545","rbcL"
"Scirpus cyperinus","Scirpus cyperinus voucher FLAS:Majure 4726 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KY626923","rbcL"
"Scleria triglomerata","Scleria triglomerata voucher CCDB-18294-G10 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG227783","rbcL"
"Scutellaria galericulata","Scutellaria galericulata voucher MISU25-5 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224525","rbcL"
"S.galericulata chloroplast","S.galericulata chloroplast rbcL gene for rubisco (large subunit) (partial)","Z37459","rbcL"
"Scutellaria lateriflora","Scutellaria lateriflora voucher NTW 1144 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG223832","rbcL"
"Scutellaria parvula","Scutellaria parvula ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","HQ644068","rbcL"
"Secale cereale","Secale cereale voucher 07-JMS-0840 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MF597037","rbcL"
"Packera aurea","Packera aurea voucher DAOM:77072 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MW010982","rbcL"
"Setaria italica","Setaria italica voucher 06-JMS-0764 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MF597039","rbcL"
"S.italica L.","S.italica L. chloroplast rbcL gene","X79900","rbcL"
"Setaria viridis","Setaria viridis voucher MQ130 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MT931840","rbcL"
"Silene antirrhina","Silene antirrhina voucher NIBRVP0000616562 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","OQ172656","rbcL"
"Silene latifolia","Silene latifolia clone 1039854_2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid","OR464834","rbcL"
"Sisymbrium altissimum","Sisymbrium altissimum isolate SA3 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MW174826","rbcL"
"Sisyrinchium campestre","Sisyrinchium campestre ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526683","rbcL"
"Smilax herbacea","Smilax herbacea ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526689","rbcL"
"Solanum americanum","Solanum americanum voucher FLAS:Majure 5117 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KY627210","rbcL"
"Solanum carolinense","Solanum carolinense voucher HCCN-PJ012640-WB220 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid","MN726059","rbcL"
"Solanum dulcamara","Solanum dulcamara ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526694","rbcL"
"Solanum nigrum","Solanum nigrum isolate MI2022_06_027 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","OQ189693","rbcL"
"Solidago altissima","Solidago altissima voucher CCDB-18358-D8 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224362","rbcL"
"Solidago canadensis","Solidago canadensis var. scabra voucher TJD-051 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KJ841578","rbcL"
"Solidago canadensis","Solidago canadensis ribulose 1,5-bisphosphate carboxylaseoxygenase large subunit (rbcL) gene, partial cds; chloroplast","MN601471","rbcL"
"Solidago gigantea","Solidago gigantea ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526701","rbcL"
"Solidago juncea","Solidago juncea voucher SNP_13_0411 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KP643801","rbcL"
"Solidago missouriensis","Solidago missouriensis voucher CCDB-18323-D12 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG223608","rbcL"
"Solidago nemoralis","Solidago nemoralis ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526705","rbcL"
"Solidago ptarmicoides","Solidago ptarmicoides voucher JAG 0241 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224191","rbcL"
"Solidago rigida","Solidago rigida voucher CCDB-18324-F1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224176","rbcL"
"Solidago speciosa","Solidago speciosa voucher 64436HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG223161","rbcL"
"Sonchus arvensis","Sonchus arvensis isolate 7R ribulose 1,5-bisphosphate carboxylase large subunit (rbcL) gene, partial cds; chloroplast","OP328934","rbcL"
"Sorghastrum nutans","Sorghastrum nutans voucher Abbott 25964 (FLAS) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KX397969","rbcL"
"Sporobolus michauxianus","Sporobolus michauxianus voucher 07-JMS-1019 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MF597044","rbcL"
"Spartina pectinata","Spartina pectinata ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid","AY632371","rbcL"
"Spiraea alba","Spiraea alba ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526738","rbcL"
"Spiraea tomentosa","Spiraea tomentosa var. rosea voucher NC2012_518 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KM212159","rbcL"
"Sporobolus cryptandrus","Sporobolus cryptandrus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526749","rbcL"
"Sporobolus heterolepis","Sporobolus heterolepis voucher 85981HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG227998","rbcL"
"Stachys palustris","Stachys palustris ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526751","rbcL"
"Stachys tenuifolia","Stachys tenuifolia ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526752","rbcL"
"Stellaria longifolia","Stellaria longifolia voucher KHB1260050 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","OQ172730","rbcL"
"Stellaria media","Stellaria media voucher NIBRVP0000781212 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","OQ172735","rbcL"
"Hesperostipa comata","Hesperostipa comata voucher 04-PMP-18357 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MF596833","rbcL"
"Hesperostipa spartea","Hesperostipa spartea voucher 07-JMS-0992 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MF596834","rbcL"
"Streptopus lanceolatus","Streptopus lanceolatus voucher NTW740 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG225911","rbcL"
"Strophostyles leiosperma","Strophostyles leiosperma voucher CCDB-20331-G07 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG246541","rbcL"
"Symphoricarpos occidentalis","Symphoricarpos occidentalis isolate 10QB ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","OQ929534","rbcL"
"Symphyotrichum boreale","Symphyotrichum boreale voucher CCDB-18324-E2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224395","rbcL"
"Symphyotrichum ericoides","Symphyotrichum ericoides voucher 70962HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG221940","rbcL"
"Symphyotrichum lanceolatum","Symphyotrichum lanceolatum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526775","rbcL"
"Symphyotrichum novae-angliae","Symphyotrichum novae-angliae voucher WC-72WP ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG223460","rbcL"
"Symphyotrichum oolentangiense","Symphyotrichum oolentangiense voucher CCDB-23110-C06 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224327","rbcL"
"Symphyotrichum puniceum","Symphyotrichum puniceum voucher AP354 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","HQ590290","rbcL"
"Taraxacum officinale","Taraxacum officinale voucher FM35.leaf ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid","OR381723","rbcL"
"Thalictrum dasycarpum","Thalictrum dasycarpum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526798","rbcL"
"Thalictrum dioicum","Thalictrum dioicum voucher SNP_13_0350 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KP643863","rbcL"
