"Species","Ti","Acc","gene"
"Polygala sanguinea","Polygala sanguinea voucher 34037HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249077","rbcL"
"Polygonatum biflorum","Polygonatum biflorum voucher SCBI-SIGEO_13_0098 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KP644050","rbcL"
"Polygonum articulatum","Polygonum articulatum voucher CCDB-23122-G05 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249563","rbcL"
"Polygonella articulata","Polygonella articulata voucher Kim & Lundgren s.n (YU) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","EF653760","rbcL"
"Persicaria amphibia","Persicaria amphibia voucher CCDB-18333-G4 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG248148","rbcL"
"Polygonum amphibium","Polygonum amphibium isolate NMW612 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","JN893747","rbcL"
"Persicaria thunbergii","Persicaria thunbergii LuJL214 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MN185117","rbcL"
"Fallopia cilinodis","Fallopia cilinodis voucher NTW754 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249533","rbcL"
"Fallopia convolvulus","Fallopia convolvulus voucher Ge130254 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MT931204","rbcL"
"Persicaria hydropiper","Persicaria hydropiper voucher Ge130877 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MH657477","rbcL"
"Persicaria lapathifolia","Persicaria lapathifolia voucher Q487 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MH658426","rbcL"
"Persicaria pensylvanica","Persicaria pensylvanica voucher JAG 0310WP ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG245946","rbcL"
"Persicaria maculosa","Persicaria maculosa isolate DNAS-4E0-6QFZ ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds","MT937075","rbcL"
"Persicaria sagittata","Persicaria sagittata ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526320","rbcL"
"Polygonum sagittatum","Polygonum sagittatum ribulose-1,5-bisphosphate carboxylase (rbcL) gene, complete cds; chloroplast gene for chloroplast product","AF297141","rbcL"
"Fallopia scandens","Fallopia scandens voucher CCDB-23122-H06 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249198","rbcL"
"Polygonum tenue","Polygonum tenue voucher 6636HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249944","rbcL"
"Populus balsamifera","Populus balsamifera voucher NTW 1042 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG248058","rbcL"
"Populus deltoides","Populus deltoides voucher MH003 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MH574047","rbcL"
"Populus grandidentata","Populus grandidentata voucher NTW 941 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG247424","rbcL"
"Populus tremuloides","Populus tremuloides voucher NTW 944 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249960","rbcL"
"Portulaca oleracea","Portulaca oleracea voucher TLF-065 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MT931224","rbcL"
"Potentilla argentea","Potentilla argentea voucher NMW8138 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK924831","rbcL"
"Drymocallis arguta","Drymocallis arguta voucher CCDB-23957-C11 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249557","rbcL"
"Potentilla norvegica","Potentilla norvegica ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526439","rbcL"
"Comarum palustre","Comarum palustre ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK525583","rbcL"
"Potentilla recta","Potentilla recta voucher CCDB-18336-A4 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249942","rbcL"
"Potentilla simplex","Potentilla simplex voucher SCBI-SIGEO_13_0107 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KP643886","rbcL"
"Nabalus albus","Nabalus albus voucher SCBI-SIGEO_13_0498 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KP644134","rbcL"
"Nabalus racemosus","Nabalus racemosus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526445","rbcL"
"Prunella vulgaris","Prunella vulgaris voucher Canek Ledesma 20250 (MEXU, US) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","OP710889","rbcL"
"P.vulgaris chloroplast","P.vulgaris chloroplast rbcL gene for rubisco (large subunit) (partial)","Z37433","rbcL"
"Prunus americana","Prunus americana voucher 81164HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG248083","rbcL"
"Prunus pensylvanica","Prunus pensylvanica voucher NTW 979 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG248042","rbcL"
"Prunus pumila","Prunus pumila voucher 27920HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249952","rbcL"
"Prunus serotina","Prunus serotina voucher Anastacio Sotero 20690 (MEXU, US) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","OP711256","rbcL"
"Prunus virginiana","Prunus virginiana voucher SNP_13_0427 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KP644125","rbcL"
"Pteridium aquilinum","Pteridium aquilinum voucher Eric Schuettpelz 1741 (MEXU, US) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MW620365","rbcL"
"Pycnanthemum virginianum","Pycnanthemum virginianum voucher MT00179937 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224042","rbcL"
"Pyrola rotundifolia","Pyrola rotundifolia isolate NMW595 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","JN893276","rbcL"
"Malus domestica","Malus domestica cultivar Katty ATP beta subunit (atpB) gene, promoter region; and ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MH459014","rbcL"
"M.domestica cv.idared","M.domestica cv.idared chloroplast rbcL gene for ribulose-1,5-biphosphate-carboxylase and promoter region","X69749","rbcL"
"M.domestica cv.discovery","M.domestica cv.discovery chloroplast rbcL gene for ribulose-1,5-biphosphate-carboxylase and promoter region","X69750","rbcL"
"Quercus alba","Quercus alba voucher MT00180029 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG246612","rbcL"
"Quercus petraea","Quercus petraea isolate LegMedMO_28 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","HQ619752","rbcL"
"Quercus ellipsoidalis","Quercus ellipsoidalis voucher JAG 0781 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG247505","rbcL"
"Quercus macrocarpa","Quercus macrocarpa voucher MISU9-4 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG245989","rbcL"
"Ranunculus rhomboideus","Ranunculus rhomboideus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","JX848518","rbcL"
"Ratibida pinnata","Ratibida pinnata ribulose 1,5-bisphosphate carboxylaseoxygenase large subunit (rbcL) gene, partial cds; chloroplast","MN601465","rbcL"
"Rhamnus cathartica","Rhamnus cathartica voucher MISU12-44 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG248706","rbcL"
"R.cathartica chloroplast","R.cathartica chloroplast rbcL gene for ribulose-1,5-biphosphate-carboxylase and promoter region","X69752","rbcL"
"Frangula alnus","Frangula alnus voucher MT00179987 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG248176","rbcL"
"Rhus glabra","Rhus glabra ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526498","rbcL"
"Toxicodendron radicans","Toxicodendron radicans voucher FLAS:Majure 4904 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KY627049","rbcL"
"Rhus typhina","Rhus typhina voucher NTW 982 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249843","rbcL"
"Ribes hirtellum","Ribes hirtellum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526508","rbcL"
"Robinia pseudoacacia","Robinia pseudoacacia voucher Q087 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MH658052","rbcL"
"Rosa arkansana","Rosa arkansana ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526520","rbcL"
"Rosa blanda","Rosa blanda voucher MMD 019 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249262","rbcL"
"Rosa carolina","Rosa carolina voucher SNP_13_0401 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KP643908","rbcL"
"Rubus allegheniensis","Rubus allegheniensis voucher MLTV75 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249253","rbcL"
"Rubus canadensis","Rubus canadensis isolate HP61L ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MW131943","rbcL"
"Rubus flagellaris","Rubus flagellaris voucher SCBI-SIGEO_13_0114 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KP643972","rbcL"
"Rubus idaeus","Rubus idaeus f. marmoratus voucher oINA1006 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MZ128517","rbcL"
"Rubus occidentalis","Rubus occidentalis blackcap chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial cds","LC515877","rbcL"
"Rubus pubescens","Rubus pubescens voucher NTW 1094 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249679","rbcL"
"Rudbeckia hirta","Rudbeckia hirta voucher HANGYY8614 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MN192540","rbcL"
"Rumex acetosella","Rumex acetosella subsp. angiocarpus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MW927266","rbcL"
"Rumex britannica","Rumex britannica voucher CCDB-23122-E10 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG247385","rbcL"
"Sagittaria latifolia","Sagittaria latifolia UWAL:Keener 1931 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial cds","LC541725","rbcL"
"Salix bebbiana","Salix bebbiana voucher MISU34-4 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249121","rbcL"
"Salix discolor","Salix discolor voucher GA-Coll-2010-34109 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249139","rbcL"
"Salix petiolaris","Salix petiolaris voucher TJD-086 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KJ841546","rbcL"
"Salix humilis","Salix humilis ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KJ773862","rbcL"
"Salix interior","Salix interior voucher MISU9-19 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG247832","rbcL"
"Salix pedicellaris","Salix pedicellaris voucher MISU25-17 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG246522","rbcL"
"Salix pyrifolia","Salix pyrifolia ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526606","rbcL"
"Salix serissima","Salix serissima voucher TJD-637 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KJ841547","rbcL"
"Kali turgidum","Kali turgidum isolate UQU ALP188 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MH598916","rbcL"
"Salsola kali","Salsola kali ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","AY270129","rbcL"
"Micranthes pensylvanica","Micranthes pensylvanica voucher CCDB-24916-C01 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249321","rbcL"
"Schizachne purpurascens","Schizachne purpurascens voucher 07-JMS-1112 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MF597036","rbcL"
"Schizachyrium scoparium","Schizachyrium scoparium var. scoparium voucher FLAS:Majure 4151 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KY627545","rbcL"
"Scirpus cyperinus","Scirpus cyperinus voucher DAOM:134134 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MW010909","rbcL"
"Eleocharis geniculata","Eleocharis geniculata voucher BioBot00997 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","JQ591246","rbcL"
"Scleria triglomerata","Scleria triglomerata voucher CCDB-18294-G10 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG227783","rbcL"
"Scutellaria galericulata","Scutellaria galericulata voucher MISU25-5 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224525","rbcL"
"S.galericulata chloroplast","S.galericulata chloroplast rbcL gene for rubisco (large subunit) (partial)","Z37459","rbcL"
"Scutellaria lateriflora","Scutellaria lateriflora voucher NTW 1144 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG223832","rbcL"
"Scutellaria parvula","Scutellaria parvula ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","HQ644068","rbcL"
"Secale cereale","Secale cereale voucher 07-JMS-0840 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MF597037","rbcL"
"Packera aurea","Packera aurea voucher DAOM:77072 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MW010982","rbcL"
"Packera paupercula","Packera paupercula ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526278","rbcL"
"Setaria italica","Setaria italica voucher 06-JMS-0764 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MF597039","rbcL"
"S.italica L.","S.italica L. chloroplast rbcL gene","X79900","rbcL"
"Cenchrus americanus","Cenchrus americanus isolate 1128 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MH215255","rbcL"
"Pennisetum glaucum","Pennisetum glaucum ribulosebiphosphate carboxylase (rbcL) gene, complete cds","L14623","rbcL"
"Setaria viridis","Setaria viridis voucher TLF-009 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MT931839","rbcL"
"Silene antirrhina","Silene antirrhina voucher FLAS:Majure 4937 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KY627071","rbcL"
"Sisymbrium altissimum","Sisymbrium altissimum isolate SA3 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MW174826","rbcL"
"Sisyrinchium campestre","Sisyrinchium campestre ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526683","rbcL"
"Maianthemum racemosum","Maianthemum racemosum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526162","rbcL"
"Maianthemun racemosum","Maianthemun racemosum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast gene for chloroplast product","EU850096","rbcL"
"Maianthemum stellatum","Maianthemum stellatum voucher JEM 012 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG227838","rbcL"
"Maianthemun stellatum","Maianthemun stellatum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast gene for chloroplast product","EU850097","rbcL"
"Smilax herbacea","Smilax herbacea ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526689","rbcL"
"Solanum americanum","Solanum americanum voucher FLAS:Majure 5117 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KY627210","rbcL"
"Solanum carolinense","Solanum carolinense voucher HCCN-PJ012640-WB220 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid","MN726059","rbcL"
"Solanum dulcamara","Solanum dulcamara voucher JAG 0026WP ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG223484","rbcL"
"Solanum nigrum","Solanum nigrum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MW628908","rbcL"
"Solidago altissima","Solidago altissima voucher CCDB-18358-D8 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224362","rbcL"
"Solidago canadensis","Solidago canadensis var. scabra voucher TJD-051 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KJ841578","rbcL"
"Solidago canadensis","Solidago canadensis ribulose 1,5-bisphosphate carboxylaseoxygenase large subunit (rbcL) gene, partial cds; chloroplast","MN601471","rbcL"
"Solidago gigantea","Solidago gigantea ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526701","rbcL"
"Solidago juncea","Solidago juncea voucher SNP_13_0411 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KP643801","rbcL"
"Solidago missouriensis","Solidago missouriensis voucher CCDB-18323-D12 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG223608","rbcL"
"Solidago nemoralis","Solidago nemoralis ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526705","rbcL"
"Solidago rigida","Solidago rigida voucher CCDB-18324-F1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224176","rbcL"
"Solidago speciosa","Solidago speciosa voucher 64436HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG223161","rbcL"
"Sonchus arvensis","Sonchus arvensis voucher Ge130538 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MT930567","rbcL"
"Sorghastrum nutans","Sorghastrum nutans voucher Abbott 25964 (FLAS) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KX397969","rbcL"
"Sporobolus michauxianus","Sporobolus michauxianus voucher 07-JMS-1019 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MF597044","rbcL"
"Spartina pectinata","Spartina pectinata ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid","AY632371","rbcL"
"Spiraea alba","Spiraea alba ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526738","rbcL"
"Spiraea tomentosa","Spiraea tomentosa var. rosea voucher NC2012_518 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KM212159","rbcL"
"Sporobolus cryptandrus","Sporobolus cryptandrus voucher 06-JMS-0609 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MF597049","rbcL"
"Sporobolus heterolepis","Sporobolus heterolepis voucher 85981HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG227998","rbcL"
"Stachys palustris","Stachys palustris ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526751","rbcL"
"Stachys tenuifolia","Stachys tenuifolia ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526752","rbcL"
"Stellaria longifolia","Stellaria longifolia ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526757","rbcL"
"Stellaria media","Stellaria media voucher Ge130010 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MT931037","rbcL"
"Hesperostipa comata","Hesperostipa comata voucher 06-JMS-0595 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MF596832","rbcL"
"Hesperostipa spartea","Hesperostipa spartea voucher 07-JMS-0992 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MF596834","rbcL"
"Trachypogon spicatus","Trachypogon spicatus voucher HodkinsonK579 TCD ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","EF125123","rbcL"
"Streptopus lanceolatus","Streptopus lanceolatus voucher NTW740 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG225911","rbcL"
"Strophostyles leiosperma","Strophostyles leiosperma voucher CCDB-20331-G07 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG246541","rbcL"
"Symphoricarpos occidentalis","Symphoricarpos occidentalis ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526767","rbcL"
"Thalictrum dasycarpum","Thalictrum dasycarpum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526798","rbcL"
"Thalictrum dioicum","Thalictrum dioicum voucher SNP_13_0350 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KP643863","rbcL"
"Thelypteris confluens","Thelypteris confluens voucher CHR:688829 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KT626846","rbcL"
"Tradescantia bracteata","Tradescantia bracteata ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526813","rbcL"
"Tradescantia occidentalis","Tradescantia occidentalis voucher CCDB-23363-E07 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG227849","rbcL"
"Triadenum fraseri","Triadenum fraseri voucher JEM 087 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249092","rbcL"
"Hypericum fraseri","Hypericum fraseri voucher Atha 8306 (NY) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; plastid","KF724271","rbcL"
"Trientalis borealis","Trientalis borealis voucher K. Cameron 2157 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG950626","rbcL"
"Trifolium arvense","Trifolium arvense ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526825","rbcL"
"Trifolium hybridum","Trifolium hybridum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MK526828","rbcL"
"Trifolium pratense","Trifolium pratense isolate 13 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MN954321","rbcL"
"Trifolium repens","Trifolium repens voucher Peru170240 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","OQ391874","rbcL"
"Typha angustifolia","Typha angustifolia voucher SCSB-JS0189 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MN192794","rbcL"
"Typha latifolia","Typha latifolia voucher FLAS:Majure 4707 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","KY626905","rbcL"
"Cattail chloroplast","Cattail chloroplast ribulosebisphosphate carboxylase (rbcL) gene, 3' end","M91634","rbcL"
"Ulmus americana","Ulmus americana voucher JAG 0847 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG249678","rbcL"
"Ulmus pumila","Ulmus pumila voucher NiuYL143 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MN205256","rbcL"
"Urtica dioica","Urtica dioica voucher DAOM:220703 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MW011026","rbcL"
"Uvularia sessilifolia","Uvularia sessilifolia voucher 71171HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG227047","rbcL"
"Vaccinium angustifolium","Vaccinium angustifolium voucher MT00186588 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG224408","rbcL"
"Vaccinium myrtilloides","Vaccinium myrtilloides voucher NTW 948 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast","MG222494","rbcL"
